Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
39:17,הָאֵלֶּה,'alah,H423,a curse,,noun
39:17,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
39:17,בָּא,v',,,,
39:17,אֵלַי,'ly,,,,
39:17,הָעֶבֶד,'abad,H5647,to enslave,,verb
39:17,הָעִבְרִי,'ibriy,H5681,an Israelite,,noun proper
39:17,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
39:17,הֵבֵאתָ,bata,H935,you came,నవ వచచతవ,verb
39:17,לָּנוּ,lnv,,,,
39:17,לְצַחֶק,tsachaq,H6711,mock,,verb
39:17,בִּי,biy,H994,,,verb
39:18,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
39:18,כַּהֲרִימִי,khhrymy,,,,
39:18,קוֹלִי,qvly,,,,
39:18,וָאֶקְרָא,v'qr',,,,
39:18,וַיַּעֲזֹב,vy'zv,,,,
39:18,בִּגְדוֹ,vgdv,,,,
39:18,אֶצְלִי,'tsly,,,,
39:18,וַיָּנָס,vyns,,,,
39:18,הַחוּצָה,hchvtsh,,,,
39:19,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
39:19,כִשְׁמֹעַ,shama',H8085,causatively,"తెలివిగా వినడానికి (తరచుగా శ్రద్ధ, విధేయత మొదలైన వాటితో; కారణం, చెప్పడం మొదలైనవి)",verb
39:19,אֲדֹנָיו,'dnyv,,,,
39:19,אֶת,'t,,,,
39:19,דִּבְרֵי,dvry,,,,
39:19,אִשְׁתּוֹ,'shtv,,,,
39:19,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
39:19,דִּבְּרָה,dvrh,,,,
39:19,אֵלָיו,'lyv,,,,
39:19,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
39:19,כַּדְּבָרִים,khdvrym,,,,
39:19,הָאֵלֶּה,'alah,H423,a curse,,noun
39:19,עָשָׂהּ‪[1]‬,'shh,,,,
39:19,לִי,ly,,,,
39:19,עַבְדֶּךָ,'vdkh,,,,
39:20,וַיִּקַּח,yiqqach,H3947,he will take,అతడ తసకనన,verb
39:20,אֲדֹנֵי,adonei,H113,lord of,ప్రభువు,noun
39:20,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
39:20,אֹתוֹ,'tv,,,,
39:20,וַיִּתְּנֵהוּ,vytnhv,,,,
39:20,אֶל,el,H413,"to, toward",వైపు,preposition
39:20,בֵּית,vyt,,,,
39:20,הַסֹּהַר,sahar,H5469,roundness,,noun
39:20,מְקוֹם,qum,H6965,arise,లేచు,verb
39:20,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
39:20,*אסורי,'svry,,,,
39:20,**אֲסִירֵי,'syry,,,,
39:20,הַמֶּלֶךְ,malakh,H4427,by implication) to take counsel,,verb
39:20,אֲסוּרִים,'svrym,,,,
39:20,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
39:21,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
39:21,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
39:21,אֶת,'t,,,,
39:21,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
39:21,וַיֵּט,vyt,,,,
39:21,אֵלָיו,'lyv,,,,
39:21,חָסֶד,chsd,,,,
39:21,וַיִּתֵּן,yitten,H5414,he will give,అతడ ఇచచన,verb
39:21,חִנּוֹ,chnv,,,,
39:21,בְּעֵינֵי,v'yny,,,,
39:21,שַׂר,shar,H8269,chief,,noun
39:21,בֵּית,vyt,,,,
39:21,הַסֹּהַר,sahar,H5469,roundness,,noun
39:22,וַיִּתֵּן,yitten,H5414,he will give,అతడ ఇచచన,verb
39:22,שַׂר,shar,H8269,chief,,noun
39:22,בֵּית,vyt,,,,
39:22,הַסֹּהַר,sahar,H5469,roundness,,noun
39:22,בְּיַד,yad,H3027,hand,చేయి,noun
39:22,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
39:22,אֵת,et,H853,(object marker),-,particle unrepresented in English
39:22,כָּל,khl,,,,
39:22,הָאֲסִירִם,h'syrm,,,,
39:22,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
39:22,בְּבֵית,bayit,H1006,a place in Israel,,noun location
39:22,הַסֹּהַר,sahar,H5469,roundness,,noun
39:22,וְאֵת,et,H853,(object marker),-,particle unrepresented in English
39:22,כָּל,khl,,,,
39:22,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
39:23,אֵין,ayin,H369,there is not,లేదు,particle negative
39:23,שַׂר,shar,H8269,chief,,noun
39:23,בֵּית,vyt,,,,
39:23,הַסֹּהַר,sahar,H5469,roundness,,noun
39:23,רֹאֶה,roeh,H7200,seeing,చూచుచున్న,verb
39:23,אֶת,'t,,,,
39:23,כָּל,khl,,,,
39:23,מְאוּמָה,m'vmah,H3972,nothing,,noun
39:23,בְּיָדוֹ,yidvo,H3035,an Israelite,,noun proper
39:23,בַּאֲשֶׁר,'asher,H834,when,,pronoun reflexive
39:23,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
39:23,אִתּוֹ,'tv,,,,
39:23,וַאֲשֶׁר,'asher,H834,when,,pronoun reflexive
39:23,הוּא,hv',,,,
39:23,עֹשֶׂה,'shh,,,,
