Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
24:12,וַעֲשֵׂה,'ashah,H6213,in the broadest sense and widest application,విస్తృతమైన అర్థంలో మరియు విస్తృతమైన అప్లికేషన్ (క్రింది విధంగా),verb
24:12,חֶסֶד,chesed,H2617,lovingkindness,కృప,noun
24:12,עִם,im,H5973,with,తో,preposition
24:12,אֲדֹנִי,adoni,H113,my lord,నా ప్రభువు,noun
24:12,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
24:13,הִנֵּה,hineh,H2009,lo,,particle demonstrative
24:13,אָנֹכִי,'nkhy,,,,
24:13,נִצָּב,nitsab,H5325,i.e. a handle,,noun
24:13,עַל,al,H5921,"upon, over",మీద,preposition
24:13,עֵין,'yn,,,,
24:13,הַמָּיִם,mayim,H4325,waters,జలములు,noun
24:13,וּבְנוֹת,banot,H1323,daughters,కమరతల,noun
24:13,אַנְשֵׁי,'nshy,,,,
24:13,הָעִיר,hair,H5892,the city,ఆ పట్టణము,noun
24:13,יֹצְאֹת,yts't,,,,
24:13,לִשְׁאֹב,sha'ab,H7579,water).,,verb
24:13,מָיִם,yam,H3220,sea,సముద్రము,noun
24:14,וְהָיָה,hayah,H1961,"be, become",ఉండు,verb
24:14,הַנַּעֲרָ,na'ar,H5287,through the idea of the rustling of mane,,verb
24:14,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
24:14,אֹמַר,'mr,,,,
24:14,אֵלֶיהָ,'lyh,,,,
24:14,הַטִּי,hty,,,,
24:14,נָא,na',H4995,i.e. uncooked,,adjective
24:14,כַדֵּךְ,dakh,H1790,oppressed.,,adjective
24:14,וְאֶשְׁתֶּה,v'shth,,,,
24:14,וְאָמְרָה,amrah,H559,she said,ఆమ చపపన,verb
24:14,שְׁתֵה,shth,,,,
24:14,וְגַם,gam,H1571,often repeated as correl. both...and,,verb
24:14,גְּמַלֶּיךָ,gmlykh,,,,
24:14,אַשְׁקֶה,'shqh,,,,
24:14,אֹתָהּ,'th,,,,
24:15,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
24:15,הוּא,hv',,,,
24:15,טֶרֶם,terem,H2962,"before, not yet",ఇంకా,preposition
24:15,כִּלָּה,lah,H-,to her,ఆమక,
24:15,לְדַבֵּר,dabar,H1696,but used figuratively,మాట్లాడు,verb
24:15,וְהִנֵּה,henah,H2008,hither,,verb
24:15,רִבְקָה,Rivqah,H7259,Rebekah,రిబ్కా,noun proper
24:15,יֹצֵאת,yts't,,,,
24:15,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
24:15,יֻלְּדָה,yldh,,,,
24:15,לִבְתוּאֵל,btv'el,H1328,the name of a nephew of Abraham,,noun location
24:15,בֶּן,vn,,,,
24:15,מִלְכָּה,lekhah,H3922,a place in Israel,,noun location
24:15,אֵשֶׁת,'sht,,,,
24:15,נָחוֹר,Nachor,H5152,Nahor,నాహోరు,noun proper
24:16,וְהַנַּעֲרָ,na'ar,H5287,through the idea of the rustling of mane,,verb
24:16,טֹבַת,tvt,,,,
24:16,מַרְאֶה,raah,H7200,see,చూచు,verb
24:16,מְאֹד,meod,H3966,"very, exceedingly",మిక్కిలి,adjective
24:16,בְּתוּלָה,btvlah,H1330,virgin.,,noun
24:16,וְאִישׁ,ish,H376,"man, husband",పురుషుడు,noun
24:16,לֹא,lo,H3808,not,కాదు,verb
24:16,יְדָעָהּ,yd'h,,,,
24:16,וַתֵּרֶד,vtrd,,,,
24:16,הָעַיְנָה,h'ynh,,,,
24:16,וַתְּמַלֵּא,vtml',,,,
24:16,כַדָּהּ,khdh,,,,
24:16,וַתָּעַל,vt'l,,,,
24:17,וַיָּרָץ,vyrts,,,,
24:17,הָעֶבֶד,'abad,H5647,to enslave,,verb
24:17,לִקְרָאתָהּ,lqr'th,,,,
24:17,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
24:17,הַגְמִיאִינִי,hgmy'yny,,,,
24:17,נָא,na',H4995,i.e. uncooked,,adjective
24:17,מְעַט,meat,H4592,"few, little",కొద్దిగా,substantive
24:17,מַיִם,mayim,H4325,waters,జలములు,noun
24:17,מִכַּדֵּךְ,dakh,H1790,oppressed.,,adjective
24:18,וַתֹּאמֶר,tomar,H559,you/she will say,చపపన,verb
24:18,שְׁתֵה,shth,,,,
24:18,אֲדֹנִי,adoni,H113,my lord,నా ప్రభువు,noun
24:18,וַתְּמַהֵר,vtmhr,,,,
24:18,וַתֹּרֶד,vtrd,,,,
24:18,כַּדָּהּ,khdh,,,,
24:18,עַל,al,H5921,"upon, over",మీద,preposition
24:18,יָדָהּ,ydh,,,,
24:18,וַתַּשְׁקֵהוּ,vtshqhv,,,,
24:19,וַתְּכַל,vtkhl,,,,
24:19,לְהַשְׁקֹתוֹ,lhshqtv,,,,
24:19,וַתֹּאמֶר,tomar,H559,you/she will say,చపపన,verb
24:19,גַּם,gam,H1571,often repeated as correl. both...and,,verb
24:19,לִגְמַלֶּיךָ,lgmlykh,,,,
24:19,אֶשְׁאָב,'sh'v,,,,
24:19,עַד,ad,H5704,"until, as far as",వరకు,preposition
24:19,אִם,im,H518,if,అయితే,particle
24:19,כִּלּוּ,lo,H-,to him,అతనక,
24:19,לִשְׁתֹּת,shatat,H8371,reflex. to lie,,verb
24:20,וַתְּמַהֵר,vtmhr,,,,
24:20,וַתְּעַר,ta'ar,H8593,razor,,noun
24:20,כַּדָּהּ,khdh,,,,
24:20,אֶל,el,H413,"to, toward",వైపు,preposition
24:20,הַשֹּׁקֶת,hshqt,,,,
24:20,וַתָּרָץ,vtrts,,,,
24:20,עוֹד,od,H5750,"still, yet, again",ఇంకా,verb
24:20,אֶל,el,H413,"to, toward",వైపు,preposition
24:20,הַבְּאֵר,ba'ar,H874,to explain,,verb
24:20,לִשְׁאֹב,sha'ab,H7579,water).,,verb
24:20,וַתִּשְׁאַב,vtsh'v,,,,
24:20,לְכָל,kol,H3605,"all, every",అంతయు,noun
24:20,גְּמַלָּיו,gmlyv,,,,
24:21,וְהָאִישׁ,haish,H376,the man,ఆ పరషడ,noun
24:21,מִשְׁתָּאֵה,ta'ah,H8376,i.e. designate,,verb
24:21,לָהּ,lh,,,,
24:21,מַחֲרִישׁ,chariysh,H2758,ground.,,noun
24:21,לָדַעַת,ladaat,H3045,to know,తెలిసికొనుటకు,verb
24:21,הַהִצְלִיחַ,hhtslych,,,,
24:21,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
24:21,דַּרְכּוֹ,drkhv,,,,
24:21,אִם,im,H518,if,అయితే,particle
24:21,לֹא,lo,H3808,not,కాదు,verb
24:22,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
24:22,כַּאֲשֶׁר,'asher,H834,when,,pronoun reflexive
24:22,כִּלּוּ,lo,H-,to him,అతనక,
24:22,הַגְּמַלִּים,gemallim,H1581,camels,ఒంటెలు,noun
24:22,לִשְׁתּוֹת,lshtvt,,,,
24:22,וַיִּקַּח,yiqqach,H3947,he will take,అతడ తసకనన,verb
24:22,הָאִישׁ,haish,H376,the man,ఆ పురుషుడు,noun
24:22,נֶזֶם,nezem,H5141,"ring, earring",ముక్కర,noun
24:22,זָהָב,zahav,H2091,gold,బంగారము,noun
24:22,בֶּקַע,beqa',H1235,half a shekel.,,noun
24:22,מִשְׁקָלוֹ,mshqlv,,,,
24:22,וּשְׁנֵי,shaniy,H8144,properly,,noun
24:22,צְמִידִים,tsmydym,,,,
24:22,עַל,al,H5921,"upon, over",మీద,preposition
24:22,יָדֶיהָ,ydyh,,,,
24:23,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
24:23,בַּת,bat,H1324,a bath or Hebrew measure of liquids,,noun
24:23,מִי,mi,H4310,who?,ఎవరు?,interrogative
24:23,אַתְּ,'t,,,,
24:23,הַגִּידִי,hgydy,,,,
24:23,נָא,na',H4995,i.e. uncooked,,adjective
24:23,לִי,ly,,,,
24:23,הֲיֵשׁ,hayesh,H3426,is there?,ఉన్నదా?,substantive
24:23,בֵּית,vyt,,,,
24:23,אָבִיךְ,'vykh,,,,
24:23,מָקוֹם,maqom,H4725,place,స్థలము,noun
24:23,לָנוּ,lnv,,,,
24:23,לָלִין,llyn,,,,
24:24,וַתֹּאמֶר,tomar,H559,you/she will say,చపపన,verb
24:24,אֵלָיו,'lyv,,,,
24:24,בַּת,bat,H1324,a bath or Hebrew measure of liquids,,noun
24:24,בְּתוּאֵל,btv'el,H1328,the name of a nephew of Abraham,,noun location
24:24,אָנֹכִי,'nkhy,,,,
24:24,בֶּן,vn,,,,
24:24,מִלְכָּה,lekhah,H3922,a place in Israel,,noun location
24:24,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
24:24,יָלְדָה,yldh,,,,
24:24,לְנָחוֹר,Nachor,H5152,Nahor,నాహోరు,noun proper
24:25,וַתֹּאמֶר,tomar,H559,you/she will say,చపపన,verb
24:25,אֵלָיו,'lyv,,,,
24:25,גַּם,gam,H1571,often repeated as correl. both...and,,verb
24:25,תֶּבֶן,teben,H8401,i.e. refuse haum or stalks of grain,,noun
24:25,גַּם,gam,H1571,often repeated as correl. both...and,,verb
24:25,מִסְפּוֹא,msfv',,,,
24:25,רַב,rav,H7227,"many, great",అనేకము,adjective
24:25,עִמָּנוּ,'mnv,,,,
24:25,גַּם,gam,H1571,often repeated as correl. both...and,,verb
24:25,מָקוֹם,maqom,H4725,place,స్థలము,noun
24:25,לָלוּן,llvn,,,,
24:26,וַיִּקֹּד,yaqad,H3344,X from the hearth,,verb
24:26,הָאִישׁ,haish,H376,the man,ఆ పురుషుడు,noun
24:26,וַיִּשְׁתַּחוּ,vyshtchv,,,,
24:26,לַיהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
24:27,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
24:27,בָּרוּךְ,rvokh,H7391,softness,,noun
24:27,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
24:27,אֱלֹהֵי,elohei,H430,God of,దేవుడు,noun
24:27,אֲדֹנִי,adoni,H113,my lord,నా ప్రభువు,noun
24:27,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
24:27,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
24:27,לֹא,lo,H3808,not,కాదు,verb
24:27,עָזַב,azav,H5800,"leave, forsake",విడిచిపెట్టు,verb
24:27,חַסְדּוֹ,chsdv,,,,
24:27,וַאֲמִתּוֹ,v'mtv,,,,
24:27,מֵעִם,am,H5971,"people, nation",ప్రజలు,noun
24:27,אֲדֹנִי,adoni,H113,my lord,నా ప్రభువు,noun
24:27,אָנֹכִי,'nkhy,,,,
24:27,בַּדֶּרֶךְ,darakh,H1869,bend,,verb
24:28,וַתָּרָץ,vtrts,,,,
24:28,הַנַּעֲרָ,na'ar,H5287,through the idea of the rustling of mane,,verb
24:28,וַתַּגֵּד,vtgd,,,,
24:28,לְבֵית,bayit,H1006,a place in Israel,,noun location
24:28,אִמָּהּ,'mh,,,,
24:28,כַּדְּבָרִים,khdvrym,,,,
24:28,הָאֵלֶּה,'alah,H423,a curse,,noun
24:29,וּלְרִבְקָה,ribqah,H7259,the wife of Isaac,,noun proper
24:29,אָח,ach,H251,brother,సోదరుడు,noun
24:29,וּשְׁמוֹ,shemo,H8034,his name,అతన పర,noun
24:29,לָבָן,Lavan,H3837,Laban,లాబాను,noun location
24:29,וַיָּרָץ,vyrts,,,,
24:29,לָבָן,Lavan,H3837,Laban,లాబాను,noun location
24:29,אֶל,el,H413,"to, toward",వైపు,preposition
24:29,הָאִישׁ,haish,H376,the man,ఆ పురుషుడు,noun
24:29,הַחוּצָה,hchvtsh,,,,
24:29,אֶל,el,H413,"to, toward",వైపు,preposition
24:29,הָעָיִן,ayin,H5869,eye,కన్ను,noun
24:30,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
24:30,כִּרְאֹת,khr't,,,,
24:30,אֶת,'t,,,,
24:30,הַנֶּזֶם,nezem,H5141,"ring, earring",ముక్కర,noun
24:30,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
24:30,הַצְּמִדִים,htsmdym,,,,
24:30,עַל,al,H5921,"upon, over",మీద,preposition
24:30,יְדֵי,ydy,,,,
24:30,אֲחֹתוֹ,'chtv,,,,
24:30,וּכְשָׁמְעוֹ,shamu,H8085,they heard,వర వనర,verb
24:30,אֶת,'t,,,,
24:30,דִּבְרֵי,dvry,,,,
24:30,רִבְקָה,Rivqah,H7259,Rebekah,రిబ్కా,noun proper
24:30,אֲחֹתוֹ,'chtv,,,,
24:30,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
24:31,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
24:31,בּוֹא,bo,H935,"come, enter",రా,verb
24:31,בְּרוּךְ,rvokh,H7391,softness,,noun
24:31,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
24:31,לָמָּה,mah,H4100,what?,ఏమి?,interrogative
24:31,תַעֲמֹד,t'md,,,,
24:31,בַּחוּץ,vchvts,,,,
24:31,וְאָנֹכִי,anokhi,H595,I,నన,personal pronoun
24:31,פִּנִּיתִי,fnyty,,,,
24:31,הַבַּיִת,bayit,H1006,a place in Israel,,noun location
24:31,וּמָקוֹם,maqom,H4725,place,స్థలము,noun
24:31,לַגְּמַלִּים,gemallim,H1581,camels,ఒంటెలు,noun
24:32,וַיָּבֹא,yavo,H935,he will come,అతడ వచచన,verb
24:32,הָאִישׁ,haish,H376,the man,ఆ పురుషుడు,noun
24:32,הַבַּיְתָה,hvyth,,,,
24:32,וַיְפַתַּח,yiptach,H3316,also a place in Israel,,noun location
24:32,הַגְּמַלִּים,gemallim,H1581,camels,ఒంటెలు,noun
24:32,וַיִּתֵּן,yitten,H5414,he will give,అతడ ఇచచన,verb
24:32,תֶּבֶן,teben,H8401,i.e. refuse haum or stalks of grain,,noun
24:32,וּמִסְפּוֹא,mispvo',H4554,fodder,,noun
24:32,לַגְּמַלִּים,gemallim,H1581,camels,ఒంటెలు,noun
24:32,וּמַיִם,mayim,H4325,waters,జలములు,noun
24:32,לִרְחֹץ,rachats,H7364,wash .,,verb
24:32,רַגְלָיו,rglyv,,,,
24:32,וְרַגְלֵי,ragliy,H7273,a footman,,adjective
24:32,הָאֲנָשִׁים,anashim,H376,men,మనుష్యులు,noun
24:32,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
24:33,ויישם*,vyyshm,,,,
24:33,**וַיּוּשַׂם,vyvshm,,,,
24:33,לְפָנָיו,lfnyv,,,,
24:33,לֶאֱכֹל,leekhol,H398,to eat,తినుటకు,verb
24:33,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
24:33,לֹא,lo,H3808,not,కాదు,verb
24:33,אֹכַל,'khl,,,,
24:33,עַד,ad,H5704,"until, as far as",వరకు,preposition
24:33,אִם,im,H518,if,అయితే,particle
24:33,דִּבַּרְתִּי,dvrty,,,,
24:33,דְּבָרָי,dvry,,,,
24:33,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
24:33,דַּבֵּר,dvr,,,,
24:34,וַיֹּאמַר,yomar,H559,he will say,అతడ చపపన,verb
24:34,עֶבֶד,eved,H5650,servant,దాసుడు,noun
24:34,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
24:34,אָנֹכִי,'nkhy,,,,
24:35,וַיהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
24:35,בֵּרַךְ,rakh,H7390,soft,,adjective
24:35,אֶת,'t,,,,
24:35,אֲדֹנִי,adoni,H113,my lord,నా ప్రభువు,noun
24:35,מְאֹד,meod,H3966,"very, exceedingly",మిక్కిలి,adjective
24:35,וַיִּגְדָּל,vygdl,,,,
24:35,וַיִּתֶּן,yitten,H5414,he will give,అతడ ఇచచన,verb
24:35,לוֹ,lv,,,,
24:35,צֹאן,tson,H6629,"flock, sheep",మేకలు,noun
24:35,וּבָקָר,baqar,H1239,admire,,verb
24:35,וְכֶסֶף,khasaf,H3700,be greedy,,verb
24:35,וְזָהָב,zahav,H2091,gold,బంగారము,noun
24:35,וַעֲבָדִם,v'vdm,,,,
24:35,וּשְׁפָחֹת,pachat,H6354,especially for catching animals,,noun
24:35,וּגְמַלִּים,gemallim,H1581,camels,ఒంటెలు,noun
24:36,וַתֵּלֶד,vtld,,,,
24:36,שָׂרָה,sharah,H8283,Abraham's wife,,noun proper
24:36,אֵשֶׁת,'sht,,,,
24:36,אֲדֹנִי,adoni,H113,my lord,నా ప్రభువు,noun
24:36,בֵן,vn,,,,
24:36,לַאדֹנִי,Adonai,H136,"Lord, Master",ప్రభువు,noun
24:36,אַחֲרֵי,acharey,H310,after,తరువాత,verb
24:36,זִקְנָתָהּ,zqnth,,,,
24:36,וַיִּתֶּן,yitten,H5414,he will give,అతడ ఇచచన,verb
24:36,לּוֹ‪[1]‬,lv,,,,
24:36,אֶת,'t,,,,
24:36,כָּל,khl,,,,
24:36,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
24:36,לוֹ,lv,,,,
24:37,וַיַּשְׁבִּעֵנִי,vyshv'ny,,,,
24:37,אֲדֹנִי,adoni,H113,my lord,నా ప్రభువు,noun
24:37,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
24:37,לֹא,lo,H3808,not,కాదు,verb
24:37,תִקַּח,tqch,,,,
24:37,אִשָּׁה,'ishah,H801,but used in a liturgical sense],,noun
24:37,לִבְנִי,baniy,H1137,the name of five Israelites,,noun proper
24:37,מִבְּנוֹת,banot,H1323,daughters,కమరతల,noun
24:37,הַכְּנַעֲנִי,khna'aniy,H3669,who conducted mercantile caravans),,adjective
24:37,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
24:37,אָנֹכִי,'nkhy,,,,
24:37,יֹשֵׁב,yshv,,,,
24:37,בְּאַרְצוֹ,artso,H776,his land,అతని దేశము,noun
24:38,אִם,im,H518,if,అయితే,particle
24:38,לֹא,lo,H3808,not,కాదు,verb
24:38,אֶל,el,H413,"to, toward",వైపు,preposition
24:38,בֵּית,vyt,,,,
24:38,אָבִי,'vy,,,,
24:38,תֵּלֵךְ,tlkh,,,,
24:38,וְאֶל,al,H408,not (imperative),వద్దు,verb
