Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
10:13,לְהָבִים,Lehavim,H3853,Lehabim,లెహాబీము,noun
10:13,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:13,נַפְתֻּחִים,nftchym,,,,
10:14,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:14,פַּתְרֻסִים,ftrsym,,,,
10:14,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:14,כַּסְלֻחִים,khslchym,,,,
10:14,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
10:14,יָצְאוּ,yts'v,,,,
10:14,מִשָּׁם,sham,H8033,or thence,,verb
10:14,פְּלִשְׁתִּים,flshtym,,,,
10:14,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:14,כַּפְתֹּרִים,khftrym,,,,
10:14,ס,s,,,,
10:15,וּכְנַעַן,khna'an,H3667,also the country inhabited by him,,noun
10:15,יָלַד,yalad,H3205,give birth,కను,verb
10:15,אֶת,'t,,,,
10:15,צִידֹן,tsydn,,,,
10:15,בְּכֹרוֹ,vkhrv,,,,
10:15,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:15,חֵת,Chet,H2845,Heth,హేతు,noun proper
10:16,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:16,הַיְבוּסִי,Yevusi,H2983,Jebusite,యెబూసీ,noun
10:16,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:16,הָאֱמֹרִי,'imriy,H566,the name of two Israelites,,noun proper
10:16,וְאֵת,et,H853,(object marker),-,particle unrepresented in English
10:16,הַגִּרְגָּשִׁי,girgashiy,H1622,one of the native tribes of Canaan,,adjective
10:17,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:17,הַחִוִּי,chiviy,H2340,one of the aboriginal tribes of Israel,,noun
10:17,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:17,הַעַרְקִי,'arqiy,H6208,an Arkite or inhabitant of Erek,,adjective
10:17,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:17,הַסִּינִי,siyniy,H5513,or descendant of one of the sons of Canaan,,adjective
10:18,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:18,הָאַרְוָדִי,'arvadiy,H721,an Arvadite or citizen of Arvad,,adjective
10:18,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:18,הַצְּמָרִי,tsmariy,H6786,a Tsemarite or branch of the Canaanites,,adjective
10:18,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:18,הַחֲמָתִי,Chamati,H2577,Hamathite,హమాతీ,noun
10:18,וְאַחַר,'achar,H309,defer,,verb
10:18,נָפֹצוּ,nftsv,,,,
10:18,מִשְׁפְּחוֹת,mshfchvt,,,,
10:18,הַכְּנַעֲנִי,khna'aniy,H3669,who conducted mercantile caravans),,adjective
10:19,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
10:19,גְּבוּל,gvvl,,,,
10:19,הַכְּנַעֲנִי,khna'aniy,H3669,who conducted mercantile caravans),,adjective
10:19,מִצִּידֹן,mtsydn,,,,
10:19,בֹּאֲכָה,v'khh,,,,
10:19,גְרָרָה,grrh,,,,
10:19,עַד,ad,H5704,"until, as far as",వరకు,preposition
10:19,עַזָּה,'azah,H5804,a place in Israel,,noun
10:19,בֹּאֲכָה,v'khh,,,,
10:19,סְדֹמָה,sdmh,,,,
10:19,וַעֲמֹרָה,Amorah,H6017,Gomorrah,గొమొర్రా,noun location
10:19,וְאַדְמָה,'admah,H126,a place near the Dead Sea,,noun location
10:19,וּצְבֹיִם,vtsvym,,,,
10:19,עַד,ad,H5704,"until, as far as",వరకు,preposition
10:19,לָשַׁע,lsh',,,,
10:20,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
10:20,בְנֵי,niy,H5204,apparently from H5091],,noun
10:20,חָם,Cham,H2526,Ham,హాము,noun location
10:20,לְמִשְׁפְּחֹתָם,lmshfchtm,,,,
10:20,לִלְשֹׁנֹתָם,llshntm,,,,
10:20,בְּאַרְצֹתָם,v'rtstm,,,,
10:20,בְּגוֹיֵהֶם,vgvyhm,,,,
10:20,ס,s,,,,
10:21,וּלְשֵׁם,leshem,H3959,a place in Israel,,noun location
10:21,יֻלַּד,yld,,,,
10:21,גַּם,gam,H1571,often repeated as correl. both...and,,verb
10:21,הוּא,hv',,,,
10:21,אֲבִי,avi,H1,father of,తండ్రి,noun
10:21,כָּל,khl,,,,
10:21,בְּנֵי,niy,H5204,apparently from H5091],,noun
10:21,עֵבֶר,Ever,H5677,Eber,ఏబెరు,noun proper
10:21,אֲחִי,'achiy,H277,the name of two Israelites,,noun proper
10:21,יֶפֶת,Yefet,H3315,Japheth,యెఫెతు,noun proper
10:21,הַגָּדוֹל,gadol,H1419,"great, large",గొప్ప,adjective
10:22,בְּנֵי,niy,H5204,apparently from H5091],,noun
10:22,שֵׁם,shem,H8035,a son of Noah,,noun proper
10:22,עֵילָם,'ylm,,,,
10:22,וְאַשּׁוּר,'ashvr,H839,the cedar tree or some other light elastic wood,,noun
10:22,וְאַרְפַּכְשַׁד,'arpakhshad,H775,also the region settled by him,,noun proper
10:22,וְלוּד,lvod,H3850,a place in Israel,,noun location
10:22,וַאֲרָם,Aram,H758,Aram,అరాము,noun
10:23,וּבְנֵי,baniy,H1137,the name of five Israelites,,noun proper
10:23,אֲרָם,Aram,H758,Aram,అరాము,noun
10:23,עוּץ,'vts,H5780,a son of Aram,,noun location
10:23,וְחוּל,chvl,H2343,also the region settled by him,,noun proper
10:23,וְגֶתֶר,geter,H1666,a son of Aram,,noun proper
10:23,וָמַשׁ,mash,H4851,a son of Aram,,noun proper
10:24,וְאַרְפַּכְשַׁד,'arpakhshad,H775,also the region settled by him,,noun proper
10:24,יָלַד,yalad,H3205,give birth,కను,verb
10:24,אֶת,'t,,,,
10:24,שָׁלַח,shalach,H7971,for,,verb
10:24,וְשֶׁלַח,shalach,H7971,for,,verb
10:24,יָלַד,yalad,H3205,give birth,కను,verb
10:24,אֶת,'t,,,,
10:24,עֵבֶר,Ever,H5677,Eber,ఏబెరు,noun proper
10:25,וּלְעֵבֶר,avar,H5674,pass over,దాటు,verb
10:25,יֻלַּד,yld,,,,
10:25,שְׁנֵי,niy,H5204,apparently from H5091],,noun
10:25,בָנִים,vnym,,,,
10:25,שֵׁם,shem,H8035,a son of Noah,,noun proper
10:25,הָאֶחָד,'achad,H258,to unify,,verb
10:25,פֶּלֶג,peleg,H6389,a son of Shem,,noun proper
10:25,כִּי,khiy,H3588,antecedent or consequent],,conjunction
10:25,בְיָמָיו,yamav,H3117,his days,అతని దినములు,noun
10:25,נִפְלְגָה,nflgh,,,,
10:25,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
10:25,וְשֵׁם,sham,H8033,or thence,,verb
10:25,אָחִיו,'chyv,,,,
10:25,יָקְטָן,Yoqtan,H3355,Joktan,యొక్తాను,noun proper
10:26,וְיָקְטָן,yaqtan,H3355,an Arabian patriarch,,noun proper
10:26,יָלַד,yalad,H3205,give birth,కను,verb
10:26,אֶת,'t,,,,
10:26,אַלְמוֹדָד,Almodad,H486,Almodad,అల్మోదాదు,noun proper
10:26,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:26,שָׁלֶף,shlf,,,,
10:26,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:26,חֲצַרְמָוֶת,Chatsarmavet,H2700,Hazarmaveth,హసర్మావేతు,noun proper
10:26,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:26,יָרַח,yrch,,,,
10:27,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:27,הֲדוֹרָם,Hadoram,H1913,Hadoram,హదొరాము,noun proper
10:27,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:27,אוּזָל,Uzal,H187,Uzal,ఊజాలు,noun proper
10:27,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:27,דִּקְלָה,dqlh,,,,
10:28,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:28,עוֹבָל,Oval,H5745,Obal,ఓబాలు,noun proper
10:28,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:28,אֲבִימָאֵל,Avimael,H39,Abimael,అబీమాయేలు,noun proper
10:28,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:28,שְׁבָא,shba',H7614,the name of three early progenitors of tribes and...,,noun location
10:29,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:29,אוֹפִר,'vfr,,,,
10:29,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:29,חֲוִילָה,Chavilah,H2341,Havilah,హవీలా,noun location
10:29,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
10:29,יוֹבָב,Yovav,H3103,Jobab,యోబాబు,noun proper
10:29,כָּל,khl,,,,
10:29,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
10:29,בְּנֵי,niy,H5204,apparently from H5091],,noun
10:29,יָקְטָן,Yoqtan,H3355,Joktan,యొక్తాను,noun proper
10:30,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
10:30,מוֹשָׁבָם,mvshvm,,,,
10:30,מִמֵּשָׁא,mesha',H4852,a place in Arabia,,noun location
10:30,בֹּאֲכָה,v'khh,,,,
10:30,סְפָרָה,sfrh,,,,
10:30,הַר,har,H2022,mountain,పర్వతము,noun
10:30,הַקֶּדֶם,qadam,H6923,to anticipate,,verb
10:31,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
10:31,בְנֵי,niy,H5204,apparently from H5091],,noun
10:31,שֵׁם,shem,H8035,a son of Noah,,noun proper
10:31,לְמִשְׁפְּחֹתָם,lmshfchtm,,,,
10:31,לִלְשֹׁנֹתָם,llshntm,,,,
10:31,בְּאַרְצֹתָם,v'rtstm,,,,
10:31,לְגוֹיֵהֶם,lgvyhm,,,,
10:32,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
10:32,מִשְׁפְּחֹת,pachat,H6354,especially for catching animals,,noun
10:32,בְּנֵי,niy,H5204,apparently from H5091],,noun
10:32,נֹחַ,Noach,H5146,Noah,నోవహు,noun proper
10:32,לְתוֹלְדֹתָם,ltvldtm,,,,
10:32,בְּגוֹיֵהֶם,vgvyhm,,,,
10:32,וּמֵאֵלֶּה,'alah,H423,a curse,,noun
10:32,נִפְרְדוּ,nfrdv,,,,
10:32,הַגּוֹיִם,goyim,H1471,nations,జాతులు,noun
10:32,בָּאָרֶץ,erets,H776,"land, earth",భూమి,noun
10:32,אַחַר,achar,H310,after,తరువాత,verb
10:32,הַמַּבּוּל,mabbul,H3999,flood,జలప్రళయము,noun
10:32,פ,f,,,,
