Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
35:19,לָחֶם,lachem,H3901,battle],,noun
35:20,וַיַּצֵּב,yatsab,H3320,to station,,verb
35:20,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
35:20,מַצֵּבָה,matsebah,H4676,by analogy,,noun
35:20,עַל,al,H5921,"upon, over",మీద,preposition
35:20,קְבֻרָתָהּ,qvrth,,,,
35:20,הִוא,hv',,,,
35:20,מַצֶּבֶת,matsebet,H4678,also the stock of a tree,,noun
35:20,קְבֻרַת,qvrt,,,,
35:20,רָחֵל,Rachel,H7354,Rachel,రాహేలు,noun proper
35:20,עַד,ad,H5704,"until, as far as",వరకు,preposition
35:20,הַיּוֹם,hayyom,H3117,"the day, today",ఈ దినము,noun
35:21,וַיִּסַּע,vys',,,,
35:21,יִשְׂרָאֵל,yshr'l,,,,
35:21,וַיֵּט,vyt,,,,
35:21,אָהֳלֹה‪[q]‬,'hlh,,,,
35:21,מֵהָלְאָה,hal'ah,H1973,thus far,,verb
35:21,לְמִגְדַּל,migdal,H4026,tower,గోపురము,noun
35:21,עֵדֶר,eder,H5739,"flock, herd",మంద,noun
35:22,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
35:22,בִּשְׁכֹּן,shakhan,H7931,continue,,verb
35:22,יִשְׂרָאֵל,yshr'l,,,,
35:22,בָּאָרֶץ,erets,H776,"land, earth",భూమి,noun
35:22,הַהִוא,hu,H1931,"he, it",అతడ,
35:22,וַיֵּלֶךְ,yalakh,H3212,away,(వాచ్యంగా లేదా అలంకారికంగా) నడవడానికి; (కారణంగా) మోయడానికి (వివిధ భావాలలో),verb
35:22,רְאוּבֵן,Reuven,H7205,Reuben,రూబేను,noun proper
35:22,וַיִּשְׁכַּב,vyshkhv,,,,
35:22,אֶת,'t,,,,
35:22,בִּלְהָה,lahah,H3856,from the exhaustion of frenzy) to languish,,verb
35:22,פִּילֶגֶשׁ,fylgsh,,,,
35:22,אָבִיו,'vyv,,,,
35:22,וַיִּשְׁמַע,yishma,H8085,he will hear,అతడ వనన,verb
35:22,יִשְׂרָאֵל,yshr'l,,,,
35:22,פ,f,,,,
35:23,בְּנֵי,niy,H5204,apparently from H5091],,noun
35:23,לֵאָה,Leah,H3812,Leah,లేయా,noun proper
35:23,בְּכוֹר,bkhvor,H1060,firstborn.,,noun
35:23,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
35:23,רְאוּבֵן,Reuven,H7205,Reuben,రూబేను,noun proper
35:23,וְשִׁמְעוֹן,shim'von,H8095,one of Jacob's sons,,noun proper
35:23,וְלֵוִי,Levi,H3878,Levi,లేవి,noun proper
35:23,וִיהוּדָה,Yehudah,H3063,Judah,యూదా,noun proper
35:23,וְיִשָּׂשכָר,yishashkhar,H3485,a son of Jacob,,noun proper
35:23,וּזְבוּלֻן,Zevulun,H2074,Zebulun,జెబూలూను,noun proper
35:24,בְּנֵי,niy,H5204,apparently from H5091],,noun
35:24,רָחֵל,Rachel,H7354,Rachel,రాహేలు,noun proper
35:24,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
35:24,וּבִנְיָמִן,vvnymn,,,,
35:25,וּבְנֵי,baniy,H1137,the name of five Israelites,,noun proper
35:25,בִלְהָה,lahah,H3856,from the exhaustion of frenzy) to languish,,verb
35:25,שִׁפְחַת,pachat,H6354,especially for catching animals,,noun
35:25,רָחֵל,Rachel,H7354,Rachel,రాహేలు,noun proper
35:25,דָּן,dan,H1835,also the tribe descended from him,,noun proper
35:25,וְנַפְתָּלִי,naptaliy,H5321,a son of Jacob,,noun location
35:26,וּבְנֵי,baniy,H1137,the name of five Israelites,,noun proper
35:26,זִלְפָּה,zlfh,,,,
35:26,שִׁפְחַת,pachat,H6354,especially for catching animals,,noun
35:26,לֵאָה,Leah,H3812,Leah,లేయా,noun proper
35:26,גָּד,gad,H1410,also a prophet,,noun proper
35:26,וְאָשֵׁר,'asher,H834,when,,pronoun reflexive
35:26,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
35:26,בְּנֵי,niy,H5204,apparently from H5091],,noun
35:26,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
35:26,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
35:26,יֻלַּד,yld,,,,
35:26,לוֹ,lv,,,,
35:26,בְּפַדַּן,vfdn,,,,
35:26,אֲרָם,Aram,H758,Aram,అరాము,noun
35:27,וַיָּבֹא,yavo,H935,he will come,అతడ వచచన,verb
35:27,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
35:27,אֶל,el,H413,"to, toward",వైపు,preposition
35:27,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
35:27,אָבִיו,'vyv,,,,
35:27,מַמְרֵא,Mamre,H4471,Mamre,మమ్రే,noun location
35:27,קִרְיַת,qryt,,,,
35:27,הָאַרְבַּע,'arba',H704,one of the Anakim,,noun proper
35:27,הִוא,hv',,,,
35:27,חֶבְרוֹן,Chevron,H2275,Hebron,హెబ్రోను,noun location
35:27,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
35:27,גָּר,gr,,,,
35:27,שָׁם,sham,H8033,or thence,,verb
35:27,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
35:27,וְיִצְחָק,yitschaq,H3327,son of Abraham,,noun proper
35:28,וַיִּהְיוּ,yihyu,H1961,let them be,అగుదురుగాక,verb
35:28,יְמֵי,yemei,H3117,days of,దినములు,noun
35:28,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
35:28,מְאַת,et,H853,(object marker),-,particle unrepresented in English
35:28,שָׁנָה,shanah,H8138,transitive or intransitive) to transmute,,verb
35:28,וּשְׁמֹנִים,vshmnym,,,,
35:28,שָׁנָה,shanah,H8138,transitive or intransitive) to transmute,,verb
35:29,וַיִּגְוַע,vygv',,,,
35:29,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
35:29,וַיָּמָת,vymt,,,,
35:29,וַיֵּאָסֶף,vy'sf,,,,
35:29,אֶל,el,H413,"to, toward",వైపు,preposition
35:29,עַמָּיו,'myv,,,,
35:29,זָקֵן,zaqen,H2205,"old, elder",పెద్ద,adjective
35:29,וּשְׂבַע,shaba',H7647,plenteous.,,noun
35:29,יָמִים,yamim,H3117,days,దినములు,noun
35:29,וַיִּקְבְּרוּ,vyqvrv,,,,
35:29,אֹתוֹ,'tv,,,,
35:29,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
35:29,וְיַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
35:29,בָּנָיו,vnyv,,,,
35:29,פ,f,,,,
