Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
49:29,אֶל,el,H413,"to, toward",వైపు,preposition
49:29,עַמִּי,'my,,,,
49:29,קִבְרוּ,qvrv,,,,
49:29,אֹתִי,'ty,,,,
49:29,אֶל,el,H413,"to, toward",వైపు,preposition
49:29,אֲבֹתָי,'vty,,,,
49:29,אֶל,el,H413,"to, toward",వైపు,preposition
49:29,הַמְּעָרָה,ma'areh,H4629,i.e. a common,,noun
49:29,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
49:30,בַּמְּעָרָה,ma'areh,H4629,i.e. a common,,noun
49:30,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
49:30,בִּשְׂדֵה,shidah,H7705,musical instrument.,,noun
49:30,הַמַּכְפֵּלָה,makhpelah,H4375,a place in Israel,,noun location
49:30,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
49:30,עַל,al,H5921,"upon, over",మీద,preposition
49:30,פְּנֵי,fny,,,,
49:30,מַמְרֵא,Mamre,H4471,Mamre,మమ్రే,noun location
49:30,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
49:30,כְּנָעַן,khn'n,,,,
49:30,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
49:30,קָנָה,qanah,H7069,"acquire, buy",కొను,verb
49:30,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
49:30,אֶת,'t,,,,
49:30,הַשָּׂדֶה,shidah,H7705,musical instrument.,,noun
49:31,שָׁמָּה,mah,H4100,what?,ఏమి?,interrogative
49:31,קָבְרוּ,qvrv,,,,
49:31,אֶת,'t,,,,
49:31,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
49:31,וְאֵת,et,H853,(object marker),-,particle unrepresented in English
49:31,שָׂרָה,sharah,H8283,Abraham's wife,,noun proper
49:31,אִשְׁתּוֹ,'shtv,,,,
49:31,שָׁמָּה,mah,H4100,what?,ఏమి?,interrogative
49:31,קָבְרוּ,qvrv,,,,
49:31,אֶת,'t,,,,
49:31,יִצְחָק,Yitschaq,H3327,Isaac,ఇస్సాకు,noun proper
49:31,וְאֵת,et,H853,(object marker),-,particle unrepresented in English
49:31,רִבְקָה,Rivqah,H7259,Rebekah,రిబ్కా,noun proper
49:31,אִשְׁתּוֹ,'shtv,,,,
49:31,וְשָׁמָּה,shamah,H8048,the name of an Edomite and four Israelites,,noun proper
49:32,מִקְנֵה,qanah,H7069,"acquire, buy",కొను,verb
49:32,הַשָּׂדֶה,shidah,H7705,musical instrument.,,noun
49:32,וְהַמְּעָרָה,ma'areh,H4629,i.e. a common,,noun
49:32,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
49:32,בּוֹ,vv,,,,
49:32,מֵאֵת,meet,H854,from,నుండి,preposition
49:32,בְּנֵי,niy,H5204,apparently from H5091],,noun
49:32,חֵת,Chet,H2845,Heth,హేతు,noun proper
49:33,וַיְכַל,vykhl,,,,
49:33,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
49:33,לְצַוֺּת,tsvt,H6702,to blaze,,verb
49:33,אֶת,'t,,,,
49:33,בָּנָיו,vnyv,,,,
49:33,וַיֶּאֱסֹף,vy'sf,,,,
49:33,רַגְלָיו,rglyv,,,,
49:33,אֶל,el,H413,"to, toward",వైపు,preposition
49:33,הַמִּטָּה,matah,H4295,often adverbially with or without prefixes,,verb
49:33,וַיִּגְוַע,vygv',,,,
49:33,וַיֵּאָסֶף,vy'sf,,,,
49:33,אֶל,el,H413,"to, toward",వైపు,preposition
49:33,עַמָּיו,'myv,,,,
