Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
14:7,הִוא,hv',,,,
14:7,קָדֵשׁ,Qadesh,H6946,Kadesh,కాదేషు,noun location
14:7,וַיַּכּוּ,vykhv,,,,
14:7,אֶת,'t,,,,
14:7,כָּל,khl,,,,
14:7,שְׂדֵה,shdh,,,,
14:7,הָעֲמָלֵקִי,'amaleqiy,H6003,descendants of Amalek,,adjective
14:7,וְגַם,gam,H1571,often repeated as correl. both...and,,verb
14:7,אֶת,'t,,,,
14:7,הָאֱמֹרִי,'imriy,H566,the name of two Israelites,,noun proper
14:8,וַיֵּצֵא,yatsa,H3318,go out,వెళ్ళు,verb
14:8,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
14:8,סְדֹם,Sedom,H5467,Sodom,సొదొమ,noun location
14:8,וּמֶלֶךְ,malakh,H4427,by implication) to take counsel,,verb
14:8,עֲמֹרָה,Amorah,H6017,Gomorrah,గొమొర్రా,noun location
14:8,וּמֶלֶךְ,malakh,H4427,by implication) to take counsel,,verb
14:8,אַדְמָה,'dmh,,,,
14:8,וּמֶלֶךְ,malakh,H4427,by implication) to take counsel,,verb
14:8,*צביים,tsvyym,,,,
14:8,**צְבוֹיִם,tsvvym,,,,
14:8,וּמֶלֶךְ,malakh,H4427,by implication) to take counsel,,verb
14:8,בֶּלַע,bela',H1106,the name of a place,,noun location
14:8,הִוא,hv',,,,
14:8,צֹעַר,Tsoar,H6820,Zoar,సోయరు,noun location
14:8,וַיַּעַרְכוּ,vy'rkhv,,,,
14:9,אֵת,et,H853,(object marker),-,particle unrepresented in English
14:9,כְּדָרְלָעֹמֶר,khdrl'mr,,,,
14:9,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
14:9,עֵילָם,'ylm,,,,
14:9,וְתִדְעָל,tid'al,H8413,a Canaanite,,noun proper
14:9,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
14:9,גּוֹיִם,goyim,H1471,nations,జాతులు,noun
14:9,וְאַמְרָפֶל,'amrapel,H569,a king of Shinar,,noun proper
14:9,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
14:9,שִׁנְעָר,na'ar,H5287,through the idea of the rustling of mane,,verb
14:9,וְאַרְיוֹךְ,'aryvokh,H746,the name of two Babylonians,,noun proper
14:9,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
14:9,אֶלָּסָר,'elasar,H495,an early country of Asia,,noun location
14:9,אַרְבָּעָה,'rv'h,,,,
14:9,מְלָכִים,mlkhym,,,,
14:10,וְעֵמֶק,'amaq,H6009,make) deep,,verb
14:10,הַשִׂדִּים‪[1]‬,shidiym,H7708,a valley in Israel,,noun location
14:10,בֶּאֱרֹת,v'rt,,,,
14:10,בֶּאֱרֹת,v'rt,,,,
14:10,חֵמָר,chemar,H2564,"pitch, tar",తారు,noun
14:10,וַיָּנֻסוּ,vynsv,,,,
14:10,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
14:10,סְדֹם,Sedom,H5467,Sodom,సొదొమ,noun location
14:10,וַעֲמֹרָה,Amorah,H6017,Gomorrah,గొమొర్రా,noun location
14:10,וַיִּפְּלוּ,vyflv,,,,
14:10,שָׁמָּה,mah,H4100,what?,ఏమి?,interrogative
14:10,וְהַנִּשְׁאָרִים,vhnsh'rym,,,,
14:10,הֶרָה,hrh,,,,
14:10,נָּסוּ,nsv,,,,
14:11,וַיִּקְחוּ,vyqchv,,,,
14:11,אֶת,'t,,,,
14:11,כָּל,khl,,,,
14:11,רְכֻשׁ,rkhsh,,,,
14:11,סְדֹם,Sedom,H5467,Sodom,సొదొమ,noun location
14:11,וַעֲמֹרָה,Amorah,H6017,Gomorrah,గొమొర్రా,noun location
14:11,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
14:11,כָּל,khl,,,,
14:11,אָכְלָם,'khlm,,,,
14:11,וַיֵּלֵכוּ,vylkhv,,,,
14:12,וַיִּקְחוּ,vyqchv,,,,
14:12,אֶת,'t,,,,
14:12,לוֹט,Lot,H3876,Lot,లోతు,noun proper
14:12,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
14:12,רְכֻשׁוֹ,rkhshv,,,,
14:12,בֶּן,vn,,,,
14:12,אֲחִי,'achiy,H277,the name of two Israelites,,noun proper
14:12,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
14:12,וַיֵּלֵכוּ,vylkhv,,,,
14:12,וְהוּא,hu,H1931,"he, it",అతడ,
14:12,יֹשֵׁב,yshv,,,,
14:12,בִּסְדֹם,Sedom,H5467,Sodom,సొదొమ,noun location
14:13,וַיָּבֹא,yavo,H935,he will come,అతడ వచచన,verb
14:13,הַפָּלִיט,hflyt,,,,
14:13,וַיַּגֵּד,vygd,,,,
14:13,לְאַבְרָם,'abram,H87,the original name of Abraham,,noun proper
14:13,הָעִבְרִי,'ibriy,H5681,an Israelite,,noun proper
14:13,וְהוּא,hu,H1931,"he, it",అతడ,
14:13,שֹׁכֵן,khen,H3654,X manner.,,noun
14:13,בְּאֵלֹנֵי,v'lny,,,,
14:13,מַמְרֵא,Mamre,H4471,Mamre,మమ్రే,noun location
14:13,הָאֱמֹרִי,'imriy,H566,the name of two Israelites,,noun proper
14:13,אֲחִי,'achiy,H277,the name of two Israelites,,noun proper
14:13,אֶשְׁכֹּל,'shkhl,,,,
14:13,וַאֲחִי,'achiy,H277,the name of two Israelites,,noun proper
14:13,עָנֵר,'aner,H6063,a Amorite,,noun location
14:13,וְהֵם,ham,H1990,a region of Israel,,noun location
14:14,וַיִּשְׁמַע,yishma,H8085,he will hear,అతడ వనన,verb
14:14,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
14:14,כִּי,khiy,H3588,antecedent or consequent],,conjunction
14:14,נִשְׁבָּה,nshvh,,,,
14:14,אָחִיו,'chyv,,,,
14:14,וַיָּרֶק,yaraq,H3417,spit.,,verb
14:14,אֶת,'t,,,,
14:14,חֲנִיכָיו,chnykhyv,,,,
14:14,יְלִידֵי,ylydy,,,,
14:14,בֵיתוֹ,vytv,,,,
14:14,שְׁמֹנָה,manah,H4490,of food) a ration,,noun
14:14,עָשָׂר,'ashar,H6240,-teenth,,noun
14:14,וּשְׁלֹשׁ,shalash,H8027,to be triplicate,,verb
14:14,מֵאוֹת,'vt,H225,to come,,verb
14:14,וַיִּרְדֹּף,vyrdf,,,,
14:15,וַיֵּחָלֵק,vychlq,,,,
14:15,עֲלֵיהֶם,aleihem,H5921,upon them,వారిమీద,preposition
14:15,לַיְלָה,laylah,H3915,night,రాత్రి,noun
14:15,הוּא,hv',,,,
14:15,וַעֲבָדָיו,avadav,H5650,his servants,అతన దసల,noun
14:15,וַיַּכֵּם,vykhm,,,,
14:15,וַיִּרְדְּפֵם,vyrdfm,,,,
14:15,עַד,ad,H5704,"until, as far as",వరకు,preposition
14:15,חוֹבָה,chvobah,H2327,a place in Syria,,noun location
14:15,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
14:15,מִשְּׂמֹאל,shama'l,H8041,turn) left.,,verb
14:15,לְדַמָּשֶׂק,dmesheq,H1833,damask,,noun
14:16,וַיָּשֶׁב,yashab,H3427,to dwell,,verb
14:16,אֵת,et,H853,(object marker),-,particle unrepresented in English
14:16,כָּל,khl,,,,
14:16,הָרְכֻשׁ,rakhash,H7408,i.e. collect,,verb
14:16,וְגַם,gam,H1571,often repeated as correl. both...and,,verb
14:16,אֶת,'t,,,,
14:16,לוֹט,Lot,H3876,Lot,లోతు,noun proper
14:16,אָחִיו,'chyv,,,,
14:16,וּרְכֻשׁוֹ,vrkhshv,,,,
14:16,הֵשִׁיב,shiyb,H7867,to become aged,,verb
14:16,וְגַם,gam,H1571,often repeated as correl. both...and,,verb
14:16,אֶת,'t,,,,
14:16,הַנָּשִׁים,nashim,H802,"women, wives",స్త్రీలు,noun
14:16,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
14:16,הָעָם,am,H5971,"people, nation",ప్రజలు,noun
14:17,וַיֵּצֵא,yatsa,H3318,go out,వెళ్ళు,verb
14:17,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
14:17,סְדֹם,Sedom,H5467,Sodom,సొదొమ,noun location
14:17,לִקְרָאתוֹ,lqr'tv,,,,
14:17,אַחֲרֵי,acharey,H310,after,తరువాత,verb
14:17,שׁוּבוֹ,shvvv,,,,
14:17,מֵהַכּוֹת,mhkhvt,,,,
14:17,אֶת,'t,,,,
14:17,כְּדָרלָעֹמֶר‪[n]‬‪[p]‬,khdrl'mr,,,,
14:17,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
14:17,הַמְּלָכִים,hmlkhym,,,,
14:17,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
14:17,אִתּוֹ,'tv,,,,
14:17,אֶל,el,H413,"to, toward",వైపు,preposition
14:17,עֵמֶק,emeq,H6010,valley,లోయ,noun
14:18,וּמַלְכִּי,vmlkhy,,,,
14:18,צֶדֶק,tsdq,,,,
14:18,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
14:18,שָׁלֵם,shalem,H8004,an early name of Jerusalem,,noun location
14:18,הוֹצִיא,hvtsy',,,,
14:18,לֶחֶם,lechem,H3899,"bread, food",రొట్టె,noun
14:18,וָיָיִן,yayin,H3196,wine,ద్రాక్షారసము,noun
14:18,וְהוּא,hu,H1931,"he, it",అతడ,
14:18,כֹהֵן,hen,H2005,if,,particle
14:18,לְאֵל,al,H408,not (imperative),వద్దు,verb
14:18,עֶלְיוֹן,Elyon,H5945,Most High,మహోన్నతుడు,adjective
14:19,וַיְבָרְכֵהוּ,vyvrkhhv,,,,
14:19,וַיֹּאמַר,yomar,H559,he will say,అతడ చపపన,verb
14:19,בָּרוּךְ,rvokh,H7391,softness,,noun
14:19,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
14:19,לְאֵל,al,H408,not (imperative),వద్దు,verb
14:19,עֶלְיוֹן,Elyon,H5945,Most High,మహోన్నతుడు,adjective
14:19,קֹנֵה,qnh,,,,
14:19,שָׁמַיִם,mayim,H4325,waters,జలములు,noun
14:19,וָאָרֶץ,erets,H776,"land, earth",భూమి,noun
14:20,וּבָרוּךְ,barvkh,H1263,the name of three Israelites,,noun proper
14:20,אֵל,El,H410,God (mighty one),దేవుడు,noun
14:20,עֶלְיוֹן,Elyon,H5945,Most High,మహోన్నతుడు,adjective
14:20,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
14:20,מִגֵּן,gan,H1588,a garden,,noun
14:20,צָרֶיךָ,tsrykh,,,,
14:20,בְּיָדֶךָ,vydkh,,,,
14:20,וַיִּתֶּן,yitten,H5414,he will give,అతడ ఇచచన,verb
14:20,לוֹ,lv,,,,
14:20,מַעֲשֵׂר,'ashar,H6237,i.e. to take or give a tenth,,verb
14:20,מִכֹּל,kol,H3605,"all, every",అంతయు,noun
14:21,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
14:21,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
14:21,סְדֹם,Sedom,H5467,Sodom,సొదొమ,noun location
14:21,אֶל,el,H413,"to, toward",వైపు,preposition
14:21,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
14:21,תֶּן,tn,,,,
14:21,לִי,ly,,,,
14:21,הַנֶּפֶשׁ,napash,H5314,to be breathed upon,,verb
14:21,וְהָרְכֻשׁ,rakhash,H7408,i.e. collect,,verb
14:21,קַח,qach,H3947,take!,తీసుకొనుము,verb
14:21,לָךְ,lkh,,,,
14:22,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
14:22,אַבְרָם,Avram,H87,Abram,అబ్రాము,noun proper
14:22,אֶל,el,H413,"to, toward",వైపు,preposition
14:22,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
14:22,סְדֹם,Sedom,H5467,Sodom,సొదొమ,noun location
14:22,הֲרִימֹתִי,hrymty,,,,
14:22,יָדִי,ydy,,,,
14:22,אֶל,el,H413,"to, toward",వైపు,preposition
14:22,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
14:22,אֵל,El,H410,God (mighty one),దేవుడు,noun
14:22,עֶלְיוֹן,Elyon,H5945,Most High,మహోన్నతుడు,adjective
14:22,קֹנֵה,qnh,,,,
14:22,שָׁמַיִם,mayim,H4325,waters,జలములు,noun
14:22,וָאָרֶץ,erets,H776,"land, earth",భూమి,noun
14:23,אִם,im,H518,if,అయితే,particle
14:23,מִחוּט,chvt,H2339,fillet,,noun
14:23,וְעַד,ad,H5704,"until, as far as",వరకు,preposition
14:23,שְׂרוֹךְ,rvokh,H7391,softness,,noun
14:23,נַעַל,naal,H5275,sandal,చెప్పు,noun
14:23,וְאִם,em,H517,mother,తల్లి,noun
14:23,אֶקַּח,'qch,,,,
14:23,מִכָּל,kol,H3605,"all, every",అంతయు,noun
14:23,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
14:23,לָךְ,lkh,,,,
14:23,וְלֹא,lo,H3808,not,కాదు,verb
14:23,תֹאמַר,t'mr,,,,
14:23,אֲנִי,'aniy,H589,me,,personal pronoun
14:23,הֶעֱשַׁרְתִּי,h'shrty,,,,
14:23,אֶת,'t,,,,
14:24,בִּלְעָדַי,'adiy,H5716,mouth,,noun
14:24,רַק,raq,H7535,only,మాత్రమే,verb
14:24,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
14:24,אָכְלוּ,'khlv,,,,
14:24,הַנְּעָרִים,hn'rym,,,,
14:24,וְחֵלֶק,chalaq,H2505,distribute,,verb
14:24,הָאֲנָשִׁים,anashim,H376,men,మనుష్యులు,noun
14:24,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
14:24,הָלְכוּ,hlkhv,,,,
14:24,אִתִּי,'ty,,,,
14:24,עָנֵר,'aner,H6063,a Amorite,,noun location
14:24,אֶשְׁכֹּל,'shkhl,,,,
14:24,וּמַמְרֵא,mamre',H4471,an Amorite,,noun location
14:24,הֵם,hem,H1991,i.e. wealth,,noun
14:24,יִקְחוּ,yqchv,,,,
