Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
21:13,הָאָמָה,amah,H519,female servant,దాసి,noun
21:13,לְגוֹי,goy,H1471,nation,జాతి,noun
21:13,אֲשִׂימֶנּוּ,'shymnv,,,,
21:13,כִּי,khiy,H3588,antecedent or consequent],,conjunction
21:13,זַרְעֲךָ,zr'kh,,,,
21:13,הוּא,hv',,,,
21:14,וַיַּשְׁכֵּם,vyshkhm,,,,
21:14,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
21:14,בַּבֹּקֶר,baqar,H1239,admire,,verb
21:14,וַיִּקַּח,yiqqach,H3947,he will take,అతడ తసకనన,verb
21:14,לֶחֶם,lechem,H3899,"bread, food",రొట్టె,noun
21:14,וְחֵמַת,chemet,H2573,a skin bottle,,noun
21:14,מַיִם,mayim,H4325,waters,జలములు,noun
21:14,וַיִּתֵּן,yitten,H5414,he will give,అతడ ఇచచన,verb
21:14,אֶל,el,H413,"to, toward",వైపు,preposition
21:14,הָגָר,Hagar,H1904,Hagar,హాగరు,noun proper
21:14,שָׂם,shm,,,,
21:14,עַל,al,H5921,"upon, over",మీద,preposition
21:14,שִׁכְמָהּ,khamah,H3642,to pine after,,verb
21:14,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
21:14,הַיֶּלֶד,yalad,H3205,give birth,కను,verb
21:15,וַיִּכְלוּ,vykhlv,,,,
21:15,הַמַּיִם,mayim,H4325,waters,జలములు,noun
21:15,מִן,min,H4480,from,నుండి,preposition
21:15,הַחֵמֶת,chemet,H2573,a skin bottle,,noun
21:15,וַתַּשְׁלֵךְ,vtshlkh,,,,
21:15,אֶת,'t,,,,
21:15,הַיֶּלֶד,yalad,H3205,give birth,కను,verb
21:15,תַּחַת,tachat,H8480,the name of a place in the Desert,,noun location
21:15,אַחַד,'chd,,,,
21:15,הַשִּׂיחִם,yacham,H3179,be hot,,verb
21:16,וַתֵּלֶךְ,telekh,H1980,you will go,నవ వళళదవ,verb
21:16,וַתֵּשֶׁב,teshev,H3427,you will sit,నవ కరచదవ,verb
21:16,לָהּ,lh,,,,
21:16,מִנֶּגֶד,nagad,H5046,,,verb
21:16,הַרְחֵק,rachaq,H7368,i.e. recede or remove,,verb
21:16,כִּמְטַחֲוֵי,khmtchvy,,,,
21:16,קֶשֶׁת,qeshet,H7198,+ arrow,,noun
21:16,כִּי,khiy,H3588,antecedent or consequent],,conjunction
21:16,אָמְרָה,'mrh,,,,
21:16,אַל,al,H408,not (imperative),వద్దు,verb
21:16,אֶרְאֶה,'r'h,,,,
21:16,בְּמוֹת,mut,H4191,die,చావు,verb
21:16,הַיָּלֶד,yalad,H3205,give birth,కను,verb
21:16,וַתֵּשֶׁב,teshev,H3427,you will sit,నవ కరచదవ,verb
21:16,מִנֶּגֶד,nagad,H5046,,,verb
21:17,וַיִּשְׁמַע,yishma,H8085,he will hear,అతడ వనన,verb
21:17,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
21:17,אֶת,'t,,,,
21:17,קוֹל,qvol,H6963,bleating,,noun
21:17,הַנַּעַר,na'ar,H5287,through the idea of the rustling of mane,,verb
21:17,וַיִּקְרָא,vyqr',,,,
21:17,מַלְאַךְ,'akh,H389,hence only,,verb
21:17,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
21:17,אֶל,el,H413,"to, toward",వైపు,preposition
21:17,הָגָר,Hagar,H1904,Hagar,హాగరు,noun proper
21:17,מִן,min,H4480,from,నుండి,preposition
21:17,הַשָּׁמַיִם,shamayim,H8064,heavens,ఆకాశములు,noun
21:17,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
21:17,לָהּ,lh,,,,
21:17,מַה,mh,,,,
21:18,קוּמִי,qvmy,,,,
21:18,שְׂאִי,'ay,H335,what,,verb
21:18,אֶת,'t,,,,
21:18,הַנַּעַר,na'ar,H5287,through the idea of the rustling of mane,,verb
21:18,וְהַחֲזִיקִי,vhchzyqy,,,,
21:18,אֶת,'t,,,,
21:18,יָדֵךְ,ydkh,,,,
21:18,בּוֹ,vv,,,,
21:18,כִּי,khiy,H3588,antecedent or consequent],,conjunction
21:18,לְגוֹי,goy,H1471,nation,జాతి,noun
21:18,גָּדוֹל,gdvl,,,,
21:18,אֲשִׂימֶנּוּ,'shymnv,,,,
21:19,וַיִּפְקַח,vyfqch,,,,
21:19,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
21:19,אֶת,'t,,,,
21:19,עֵינֶיהָ,'ynyh,,,,
21:19,וַתֵּרֶא,vtr',,,,
21:19,בְּאֵר,b'er,H876,a place in the Desert,,noun location
21:19,מָיִם,yam,H3220,sea,సముద్రము,noun
21:19,וַתֵּלֶךְ,telekh,H1980,you will go,నవ వళళదవ,verb
21:19,וַתְּמַלֵּא,vtml',,,,
21:19,אֶת,'t,,,,
21:19,הַחֵמֶת,chemet,H2573,a skin bottle,,noun
21:19,מַיִם,mayim,H4325,waters,జలములు,noun
21:19,וַתַּשְׁקְ,vtshq,,,,
21:19,אֶת,'t,,,,
21:19,הַנָּעַר,na'ar,H5287,through the idea of the rustling of mane,,verb
21:20,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
21:20,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
21:20,אֶת,'t,,,,
21:20,הַנַּעַר,na'ar,H5287,through the idea of the rustling of mane,,verb
21:20,וַיִּגְדָּל,vygdl,,,,
21:20,וַיֵּשֶׁב,yashab,H3427,to dwell,,verb
21:20,בַּמִּדְבָּר,midbar,H4057,a desert,,noun
21:20,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
21:20,רֹבֶה,rvh,,,,
21:20,קַשָּׁת,qashat,H7199,a bowman,,noun
21:21,וַיֵּשֶׁב,yashab,H3427,to dwell,,verb
21:21,בְּמִדְבַּר,midbar,H4057,a desert,,noun
21:21,פָּארָן,pa'ran,H6290,a desert of Arabia,,noun location
21:21,וַתִּקַּח,tiqqach,H3947,you will take,నవ తసకదవ,verb
21:21,לוֹ,lv,,,,
21:21,אִמּוֹ,immo,H517,his mother,అతని తల్లి,noun
21:21,אִשָּׁה,'ishah,H801,but used in a liturgical sense],,noun
21:21,מֵאֶרֶץ,erets,H776,"land, earth",భూమి,noun
21:21,מִצְרָיִם,Mitsrayim,H4714,Egypt,ఐగుప్తు,adjective
21:21,פ,f,,,,
21:22,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
21:22,בָּעֵת,et,H6256,time,సమయము,noun
21:22,הַהִוא,hu,H1931,"he, it",అతడ,
21:22,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
21:22,אֲבִימֶלֶךְ,Avimelekh,H40,Abimelech,అబీమెలెకు,noun proper
21:22,וּפִיכֹל,vfykhl,,,,
21:22,שַׂר,shar,H8269,chief,,noun
21:22,צְבָאוֹ,tsv'v,,,,
21:22,אֶל,el,H413,"to, toward",వైపు,preposition
21:22,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
21:22,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
21:22,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
21:22,עִמְּךָ,'mkh,,,,
21:22,בְּכֹל,kol,H3605,"all, every",అంతయు,noun
21:22,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
21:23,וְעַתָּה,attah,H6258,now,ఇప్పుడు,verb
21:23,הִשָּׁבְעָה,shib'ah,H7653,satiety,,noun
21:23,לִּי,ly,,,,
21:23,בֵאלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
21:23,הֵנָּה,henah,H2008,hither,,verb
21:23,אִם,im,H518,if,అయితే,particle
21:23,תִּשְׁקֹר,tshqr,,,,
21:23,לִי,ly,,,,
21:23,וּלְנִינִי,vlnyny,,,,
21:23,וּלְנֶכְדִּי,vlnkhdy,,,,
21:23,כַּחֶסֶד,chasad,H2616,to reprove,,verb
21:23,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
21:23,עָשִׂיתִי,'shyty,,,,
21:23,עִמְּךָ,'mkh,,,,
21:23,תַּעֲשֶׂה,t'shh,,,,
21:24,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
21:24,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
21:24,אָנֹכִי,'nkhy,,,,
21:24,אִשָּׁבֵעַ,'shv',,,,
21:25,וְהוֹכִחַ,vhvkhch,,,,
21:25,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
21:25,אֶת,'t,,,,
21:25,אֲבִימֶלֶךְ,Avimelekh,H40,Abimelech,అబీమెలెకు,noun proper
21:25,עַל,al,H5921,"upon, over",మీద,preposition
21:25,אֹדוֹת,'dvt,,,,
21:25,בְּאֵר,b'er,H876,a place in the Desert,,noun location
21:25,הַמַּיִם,mayim,H4325,waters,జలములు,noun
21:25,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
21:25,גָּזְלוּ,gzlv,,,,
21:25,עַבְדֵי,'vdy,,,,
21:25,אֲבִימֶלֶךְ,Avimelekh,H40,Abimelech,అబీమెలెకు,noun proper
21:26,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
21:26,אֲבִימֶלֶךְ,Avimelekh,H40,Abimelech,అబీమెలెకు,noun proper
21:26,לֹא,lo,H3808,not,కాదు,verb
21:26,יָדַעְתִּי,yd'ty,,,,
21:26,מִי,mi,H4310,who?,ఎవరు?,interrogative
21:26,עָשָׂה,'ashah,H6213,in the broadest sense and widest application,విస్తృతమైన అర్థంలో మరియు విస్తృతమైన అప్లికేషన్ (క్రింది విధంగా),verb
21:26,אֶת,'t,,,,
21:26,הַדָּבָר,dabar,H1696,but used figuratively,మాట్లాడు,verb
21:26,הַזֶּה,zeh,H2089,a sheep,,noun
21:26,וְגַם,gam,H1571,often repeated as correl. both...and,,verb
21:26,אַתָּה,'th,,,,
21:26,לֹא,lo,H3808,not,కాదు,verb
21:26,הִגַּדְתָּ,hgdt,,,,
21:26,לִּי,ly,,,,
21:26,וְגַם,gam,H1571,often repeated as correl. both...and,,verb
21:27,וַיִּקַּח,yiqqach,H3947,he will take,అతడ తసకనన,verb
21:27,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
21:27,צֹאן,tson,H6629,"flock, sheep",మేకలు,noun
21:27,וּבָקָר,baqar,H1239,admire,,verb
21:27,וַיִּתֵּן,yitten,H5414,he will give,అతడ ఇచచన,verb
21:27,לַאֲבִימֶלֶךְ,'abiymelekh,H40,the name of two Philistine kings and of two...,,noun proper
21:27,וַיִּכְרְתוּ,vykhrtv,,,,
21:27,שְׁנֵיהֶם,shnyhm,,,,
21:27,בְּרִית,vryt,,,,
21:28,וַיַּצֵּב,yatsab,H3320,to station,,verb
21:28,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
21:28,אֶת,'t,,,,
21:28,שֶׁבַע,sheba',H7652,the name of a place in Israel,,noun location
21:28,כִּבְשֹׂת,shet,H8352,Sheth,,noun proper
21:28,הַצֹּאן,tson,H6629,"flock, sheep",మేకలు,noun
21:28,לְבַדְּהֶן,lvdhn,,,,
21:29,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
21:29,אֲבִימֶלֶךְ,Avimelekh,H40,Abimelech,అబీమెలెకు,noun proper
21:29,אֶל,el,H413,"to, toward",వైపు,preposition
21:29,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
21:29,מָה,mah,H4100,what?,ఏమి?,interrogative
21:29,הֵנָּה,henah,H2008,hither,,verb
21:29,שֶׁבַע,sheba',H7652,the name of a place in Israel,,noun location
21:29,כְּבָשֹׂת,shet,H8352,Sheth,,noun proper
21:29,הָאֵלֶּה,'alah,H423,a curse,,noun
21:29,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
21:29,הִצַּבְתָּ,tsebet,H6653,a lock of stalks,,noun
21:29,לְבַדָּנָה,danah,H1837,a place in Israel,,noun location
21:30,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
21:30,כִּי,khiy,H3588,antecedent or consequent],,conjunction
21:30,אֶת,'t,,,,
21:30,שֶׁבַע,sheba',H7652,the name of a place in Israel,,noun location
21:30,כְּבָשֹׂת,shet,H8352,Sheth,,noun proper
21:30,תִּקַּח,tqch,,,,
21:30,מִיָּדִי,mydy,,,,
21:30,בַּעֲבוּר,'abvr,H5669,used only of stored grain,,noun
21:30,תִּהְיֶה,thyh,,,,
21:30,לִּי,ly,,,,
21:30,לְעֵדָה,'adah,H5711,the name of two women,,noun proper
21:30,כִּי,khiy,H3588,antecedent or consequent],,conjunction
21:30,חָפַרְתִּי,chfrty,,,,
21:30,אֶת,'t,,,,
21:30,הַבְּאֵר,ba'ar,H874,to explain,,verb
21:31,עַל,al,H5921,"upon, over",మీద,preposition
21:31,כֵּן,khen,H3654,X manner.,,noun
21:31,קָרָא,qara,H7121,call,పిలుచు,verb
21:31,לַמָּקוֹם,maqom,H4725,place,స్థలము,noun
21:31,הַהוּא,hu,H1931,"he, it",అతడ,
21:31,בְּאֵר,b'er,H876,a place in the Desert,,noun location
21:31,שָׁבַע,shaba',H7650,to seven oneself,,verb
21:31,כִּי,khiy,H3588,antecedent or consequent],,conjunction
21:31,שָׁם,sham,H8033,or thence,,verb
21:31,נִשְׁבְּעוּ,nshv'v,,,,
21:31,שְׁנֵיהֶם,shnyhm,,,,
21:32,וַיִּכְרְתוּ,vykhrtv,,,,
21:32,בְרִית,vryt,,,,
21:32,בִּבְאֵר,ba'ar,H874,to explain,,verb
21:32,שָׁבַע,shaba',H7650,to seven oneself,,verb
21:32,וַיָּקָם,vyqm,,,,
21:32,אֲבִימֶלֶךְ,Avimelekh,H40,Abimelech,అబీమెలెకు,noun proper
21:32,וּפִיכֹל,vfykhl,,,,
21:32,שַׂר,shar,H8269,chief,,noun
21:32,צְבָאוֹ,tsv'v,,,,
21:32,וַיָּשֻׁבוּ,yashvu,H3427,they sat/dwelt,వర నవసచర,verb
21:32,אֶל,el,H413,"to, toward",వైపు,preposition
21:32,אֶרֶץ,erets,H776,"land, earth",భూమి,noun
21:32,פְּלִשְׁתִּים,flshtym,,,,
21:33,וַיִּטַּע,vyt',,,,
21:33,אֶשֶׁל,'shl,,,,
21:33,בִּבְאֵר,ba'ar,H874,to explain,,verb
21:33,שָׁבַע,shaba',H7650,to seven oneself,,verb
21:33,וַיִּקְרָא,vyqr',,,,
21:33,שָׁם,sham,H8033,or thence,,verb
21:33,בְּשֵׁם,sham,H8033,or thence,,verb
21:33,יְהוָה,YHWH,H3068,LORD (Yahweh),యెహోవా,noun proper
21:33,אֵל,El,H410,God (mighty one),దేవుడు,noun
21:33,עוֹלָם,olam,H5769,"forever, eternity",నిత్యము,noun
21:34,וַיָּגָר,vygr,,,,
21:34,אַבְרָהָם,Avraham,H85,Abraham,అబ్రాహాము,noun proper
21:34,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
21:34,פְּלִשְׁתִּים,flshtym,,,,
21:34,יָמִים,yamim,H3117,days,దినములు,noun
21:34,רַבִּים,rvym,,,,
21:34,פ,f,,,,
