Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
33:4,וַיְחַבְּקֵהוּ,vychvqhv,,,,
33:4,וַיִּפֹּל,vyfl,,,,
33:4,עַל,al,H5921,"upon, over",మీద,preposition
33:4,צַוָּארָו‪[q]‬,tsv'rv,,,,
33:4,וַיִּשָּׁקֵהוּ‪[4]‬,vyshqhv,,,,
33:4,וַיִּבְכּוּ,vyvkhv,,,,
33:5,וַיִּשָּׂא,vysh',,,,
33:5,אֶת,'t,,,,
33:5,עֵינָיו,'ynyv,,,,
33:5,וַיַּרְא,yare,H3372,fear,భయపడు,verb
33:5,אֶת,'t,,,,
33:5,הַנָּשִׁים,nashim,H802,"women, wives",స్త్రీలు,noun
33:5,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
33:5,הַיְלָדִים,hyldym,,,,
33:5,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
33:5,מִי,mi,H4310,who?,ఎవరు?,interrogative
33:5,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
33:5,לָּךְ,lkh,,,,
33:5,וַיֹּאמַר,yomar,H559,he will say,అతడ చపపన,verb
33:5,הַיְלָדִים,hyldym,,,,
33:5,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
33:6,וַתִּגַּשְׁןָ,vtgshn,,,,
33:6,הַשְּׁפָחוֹת,hshfchvt,,,,
33:6,הֵנָּה,henah,H2008,hither,,verb
33:6,וְיַלְדֵיהֶן,vyldyhn,,,,
33:6,וַתִּשְׁתַּחֲוֶיןָ,vtshtchvyn,,,,
33:7,וַתִּגַּשׁ,vtgsh,,,,
33:7,גַּם,gam,H1571,often repeated as correl. both...and,,verb
33:7,לֵאָה,Leah,H3812,Leah,లేయా,noun proper
33:7,וִילָדֶיהָ,vyldyh,,,,
33:7,וַיִּשְׁתַּחֲווּ,vyshtchvv,,,,
33:7,וְאַחַר,'achar,H309,defer,,verb
33:7,נִגַּשׁ,ngsh,,,,
33:7,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
33:7,וְרָחֵל,Rachel,H7354,Rachel,రాహేలు,noun proper
33:7,וַיִּשְׁתַּחֲווּ,vyshtchvv,,,,
33:8,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
33:8,מִי,mi,H4310,who?,ఎవరు?,interrogative
33:8,לְךָ,lkh,,,,
33:8,כָּל,khl,,,,
33:8,הַמַּחֲנֶה,machaneh,H4264,camp,శిబిరము,noun
33:8,הַזֶּה,zeh,H2089,a sheep,,noun
33:8,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
33:8,פָּגָשְׁתִּי,fgshty,,,,
33:8,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
33:8,לִמְצֹא,matsa,H4672,find,కనుగొను,verb
33:8,חֵן,chen,H2580,"favor, grace",కృప,noun
33:8,בְּעֵינֵי,v'yny,,,,
33:8,אֲדֹנִי,adoni,H113,my lord,నా ప్రభువు,noun
33:9,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
33:9,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
33:9,יֶשׁ,ysh,,,,
33:9,לִי,ly,,,,
33:9,רָב,rv,,,,
33:9,אָחִי,achi,H251,my brother,నా సోదరుడు,noun
33:9,יְהִי,yehi,H1961,let there be,అగుగాక,verb
33:9,לְךָ,lkh,,,,
33:9,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
33:9,לָךְ,lkh,,,,
33:10,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
33:10,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
33:10,אַל,al,H408,not (imperative),వద్దు,verb
33:10,נָא,na',H4995,i.e. uncooked,,adjective
33:10,אִם,im,H518,if,అయితే,particle
33:10,נָא,na',H4995,i.e. uncooked,,adjective
33:10,מָצָאתִי,mts'ty,,,,
33:10,חֵן,chen,H2580,"favor, grace",కృప,noun
33:10,בְּעֵינֶיךָ,v'ynykh,,,,
33:10,וְלָקַחְתָּ,laqachat,H3947,to take,తసకనటక,verb
33:10,מִנְחָתִי,mnchty,,,,
33:10,מִיָּדִי,mydy,,,,
33:10,כִּי,khiy,H3588,antecedent or consequent],,conjunction
33:10,עַל,al,H5921,"upon, over",మీద,preposition
33:10,כֵּן,khen,H3654,X manner.,,noun
33:11,קַח,qach,H3947,take!,తీసుకొనుము,verb
33:11,נָא,na',H4995,i.e. uncooked,,adjective
33:11,אֶת,'t,,,,
33:11,בִּרְכָתִי,vrkhty,,,,
33:11,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
33:11,הֻבָאת,bata,H935,you came,నవ వచచతవ,verb
33:11,לָךְ,lkh,,,,
33:11,כִּי,khiy,H3588,antecedent or consequent],,conjunction
33:11,חַנַּנִי,chnny,,,,
33:11,אֱלֹהִים,Elohim,H430,God (plural majesty),దేవుడు,noun
33:11,וְכִי,khiy,H3588,antecedent or consequent],,conjunction
33:11,יֶשׁ,ysh,,,,
33:11,לִי,ly,,,,
33:11,כֹל,khl,,,,
33:11,וַיִּפְצַר,vyftsr,,,,
33:12,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
33:12,נִסְעָה,ns'h,,,,
33:12,וְנֵלֵכָה,vnlkhh,,,,
33:12,וְאֵלְכָה,v'lkhh,,,,
33:12,לְנֶגְדֶּךָ,lngdkh,,,,
33:13,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
33:13,אֵלָיו,'lyv,,,,
33:13,אֲדֹנִי,adoni,H113,my lord,నా ప్రభువు,noun
33:13,יֹדֵעַ,yodea,H3045,knowing,తెలిసిన,verb
33:13,כִּי,khiy,H3588,antecedent or consequent],,conjunction
33:13,הַיְלָדִים,hyldym,,,,
33:13,רַכִּים,rkhym,,,,
33:13,וְהַצֹּאן,tson,H6629,"flock, sheep",మేకలు,noun
33:13,וְהַבָּקָר,baqar,H1239,admire,,verb
33:13,עָלוֹת,'lvt,,,,
33:13,עָלָי,'ly,,,,
33:13,וּדְפָקוּם,vdfqvm,,,,
33:13,יוֹם,yom,H3117,day,దినము,noun
33:13,אֶחָד,echad,H259,one,ఒకటి,adjective
33:13,וָמֵתוּ,tav,H8420,mark.,,noun
33:14,יַעֲבָר,y'vr,,,,
33:14,נָא,na',H4995,i.e. uncooked,,adjective
33:14,אֲדֹנִי,adoni,H113,my lord,నా ప్రభువు,noun
33:14,לִפְנֵי,lifney,H6440,before,ముందు,noun
33:14,עַבְדּוֹ,avdo,H5650,his servant,అతని దాసుడు,noun
33:14,וַאֲנִי,'aniy,H589,me,,personal pronoun
33:14,אֶתְנָהֲלָה‪[c]‬,'tnhlh,,,,
33:14,לְאִטִּי,l'ty,,,,
33:14,לְרֶגֶל,ragal,H7270,to lead about,,verb
33:14,הַמְּלָאכָה,mla'khah,H4399,employment,,noun
33:14,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
33:14,לְפָנַי,lefanay,H6440,before me,నా ముందు,noun
33:14,וּלְרֶגֶל,ragal,H7270,to lead about,,verb
33:14,הַיְלָדִים,hyldym,,,,
33:14,עַד,ad,H5704,"until, as far as",వరకు,preposition
33:15,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
33:15,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
33:15,אַצִּיגָה,'tsygh,,,,
33:15,נָּא,n',,,,
33:15,עִמְּךָ,'mkh,,,,
33:15,מִן,min,H4480,from,నుండి,preposition
33:15,הָעָם,am,H5971,"people, nation",ప్రజలు,noun
33:15,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
33:15,אִתִּי,'ty,,,,
33:15,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
33:15,לָמָּה,mah,H4100,what?,ఏమి?,interrogative
33:15,זֶּה,zh,,,,
33:15,אֶמְצָא,'mts',,,,
33:15,חֵן,chen,H2580,"favor, grace",కృప,noun
33:15,בְּעֵינֵי,v'yny,,,,
33:16,וַיָּשָׁב,yashab,H3427,to dwell,,verb
33:16,בַּיּוֹם,yom,H3117,day,దినము,noun
33:16,הַהוּא,hu,H1931,"he, it",అతడ,
33:16,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
33:16,לְדַרְכּוֹ,darko,H1870,his way,అతని మార్గము,noun
33:16,שֵׂעִירָה,sh'yrh,,,,
33:17,וְיַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
33:17,נָסַע,nasa',H5265,especially the tent-pins,,verb
33:17,סֻכֹּתָה,skhth,,,,
33:17,וַיִּבֶן,vyvn,,,,
33:17,לוֹ,lv,,,,
33:17,בָּיִת,vyt,,,,
33:17,וּלְמִקְנֵהוּ,vlmqnhv,,,,
33:17,עָשָׂה,'ashah,H6213,in the broadest sense and widest application,విస్తృతమైన అర్థంలో మరియు విస్తృతమైన అప్లికేషన్ (క్రింది విధంగా),verb
33:17,סֻכֹּת,skht,,,,
33:17,עַל,al,H5921,"upon, over",మీద,preposition
33:17,כֵּן,khen,H3654,X manner.,,noun
33:17,קָרָא,qara,H7121,call,పిలుచు,verb
33:17,שֵׁם,shem,H8035,a son of Noah,,noun proper
33:17,הַמָּקוֹם,maqom,H4725,place,స్థలము,noun
33:17,סֻכּוֹת,skhvt,,,,
33:18,וַיָּבֹא,yavo,H935,he will come,అతడ వచచన,verb
33:18,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
33:18,שָׁלֵם,shalem,H8004,an early name of Jerusalem,,noun location
33:18,עִיר,ir,H5892,city,పట్టణము,noun
33:18,שְׁכֶם,shkhem,H7927,a place in Israel,,noun location
33:18,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
33:18,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
33:18,כְּנַעַן,khna'an,H3667,also the country inhabited by him,,noun
33:18,בְּבֹאוֹ,bau,H935,they came,వర వచచర,verb
33:18,מִפַּדַּן,mfdn,,,,
33:18,אֲרָם,Aram,H758,Aram,అరాము,noun
33:18,וַיִּחַן,vychn,,,,
33:18,אֶת,'t,,,,
33:18,פְּנֵי,fny,,,,
33:18,הָעִיר,hair,H5892,the city,ఆ పట్టణము,noun
33:19,וַיִּקֶן,vyqn,,,,
33:19,אֶת,'t,,,,
33:19,חֶלְקַת,chlqt,,,,
33:19,הַשָּׂדֶה,shidah,H7705,musical instrument.,,noun
33:19,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
33:19,נָטָה,natah,H5186,apply,,verb
33:19,שָׁם,sham,H8033,or thence,,verb
33:19,אָהֳלוֹ,'hlv,,,,
33:19,מִיַּד,yad,H3027,hand,చేయి,noun
33:19,בְּנֵי,niy,H5204,apparently from H5091],,noun
33:19,חֲמוֹר,chamor,H2543,donkey,గాడిద,noun
33:19,אֲבִי,avi,H1,father of,తండ్రి,noun
33:19,שְׁכֶם,shkhem,H7927,a place in Israel,,noun location
33:19,בְּמֵאָה,meah,H3967,hundred,వంద,noun
33:19,קְשִׂיטָה,qshyth,,,,
33:20,וַיַּצֶּב,yatsab,H3320,to station,,verb
33:20,שָׁם,sham,H8033,or thence,,verb
33:20,מִזְבֵּחַ,zabach,H2076,offer,,verb
33:20,וַיִּקְרָא,vyqr',,,,
33:20,לוֹ,lv,,,,
33:20,אֵל,El,H410,God (mighty one),దేవుడు,noun
33:20,אֱלֹהֵי,elohei,H430,God of,దేవుడు,noun
33:20,יִשְׂרָאֵל,yshr'l,,,,
33:20,ס,s,,,,
