Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
47:7,וַיָּבֵא,yavo,H935,he will come,అతడ వచచన,verb
47:7,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
47:7,אֶת,'t,,,,
47:7,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
47:7,אָבִיו,'vyv,,,,
47:7,וַיַּעֲמִדֵהוּ,vy'mdhv,,,,
47:7,לִפְנֵי,lifney,H6440,before,ముందు,noun
47:7,פַרְעֹה,fr'h,,,,
47:7,וַיְבָרֶךְ,vayvarekh,H1288,and blessed,ఆశీర్వదించెను,verb
47:7,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
47:7,אֶת,'t,,,,
47:7,פַּרְעֹה,fr'h,,,,
47:8,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
47:8,פַּרְעֹה,fr'h,,,,
47:8,אֶל,el,H413,"to, toward",వైపు,preposition
47:8,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
47:8,כַּמָּה,mah,H4100,what?,ఏమి?,interrogative
47:8,יְמֵי,yemei,H3117,days of,దినములు,noun
47:8,שְׁנֵי,niy,H5204,apparently from H5091],,noun
47:8,חַיֶּיךָ,chyykh,,,,
47:9,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
47:9,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
47:9,אֶל,el,H413,"to, toward",వైపు,preposition
47:9,פַּרְעֹה,fr'h,,,,
47:9,יְמֵי,yemei,H3117,days of,దినములు,noun
47:9,שְׁנֵי,niy,H5204,apparently from H5091],,noun
47:9,מְגוּרַי,mgvry,,,,
47:9,שְׁלֹשִׁים,sim,H7760,"put, place",పెట్టు,verb
47:9,וּמְאַת,meet,H854,from,నుండి,preposition
47:9,שָׁנָה,shanah,H8138,transitive or intransitive) to transmute,,verb
47:9,מְעַט,meat,H4592,"few, little",కొద్దిగా,substantive
47:9,וְרָעִים,vr'ym,,,,
47:9,הָיוּ,hyv,,,,
47:9,יְמֵי,yemei,H3117,days of,దినములు,noun
47:9,שְׁנֵי,niy,H5204,apparently from H5091],,noun
47:10,וַיְבָרֶךְ,vayvarekh,H1288,and blessed,ఆశీర్వదించెను,verb
47:10,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
47:10,אֶת,'t,,,,
47:10,פַּרְעֹה,fr'h,,,,
47:10,וַיֵּצֵא,yatsa,H3318,go out,వెళ్ళు,verb
47:10,מִלִּפְנֵי,lipnay,H3942,anterior,,preposition
47:10,פַרְעֹה,fr'h,,,,
47:11,וַיּוֹשֵׁב,vyvshv,,,,
47:11,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
47:11,אֶת,'t,,,,
47:11,אָבִיו,'vyv,,,,
47:11,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
47:11,אֶחָיו,'chyv,,,,
47:11,וַיִּתֵּן,yitten,H5414,he will give,అతడ ఇచచన,verb
47:11,לָהֶם,ham,H1990,a region of Israel,,noun location
47:11,אֲחֻזָּה,'chzh,,,,
47:11,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
47:11,מִצְרַיִם,Mitsrayim,H4714,Mizraim,మిస్రాయిము,adjective
47:11,בְּמֵיטַב,meytab,H4315,the best part,,noun
47:11,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
47:11,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
47:11,רַעְמְסֵס,r'mss,,,,
47:12,וַיְכַלְכֵּל,vykhlkhl,,,,
47:12,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
47:12,אֶת,'t,,,,
47:12,אָבִיו,'vyv,,,,
47:12,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
47:12,אֶחָיו,'chyv,,,,
47:12,וְאֵת,et,H853,(object marker),-,particle unrepresented in English
47:12,כָּל,khl,,,,
47:12,בֵּית,vyt,,,,
47:12,אָבִיו,'vyv,,,,
47:12,לֶחֶם,lechem,H3899,"bread, food",రొట్టె,noun
47:12,לְפִי,lfy,,,,
47:12,הַטָּף,taf,H2945,families.,,noun
47:13,וְלֶחֶם,lacham,H3898,eat,,verb
47:13,אֵין,ayin,H369,there is not,లేదు,particle negative
47:13,בְּכָל,kol,H3605,"all, every",అంతయు,noun
47:13,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
47:13,כִּי,khiy,H3588,antecedent or consequent],,conjunction
47:13,כָבֵד,bad,H907,lie.,,noun
47:13,הָרָעָב,raev,H7456,be hungry,ఆకలిగొను,verb
47:13,מְאֹד,meod,H3966,"very, exceedingly",మిక్కిలి,adjective
47:13,וַתֵּלַהּ,talah,H8518,to suspend,,verb
47:13,אֶרֶץ,erets,H776,"land, earth",భూమి,noun
47:13,מִצְרַיִם,Mitsrayim,H4714,Mizraim,మిస్రాయిము,adjective
47:13,וְאֶרֶץ,erets,H776,"land, earth",భూమి,noun
47:13,כְּנַעַן,khna'an,H3667,also the country inhabited by him,,noun
47:13,מִפְּנֵי,penei,H6440,face of,ముఖము,noun
47:13,הָרָעָב,raev,H7456,be hungry,ఆకలిగొను,verb
47:14,וַיְלַקֵּט,vylqt,,,,
47:14,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
47:14,אֶת,'t,,,,
47:14,כָּל,khl,,,,
47:14,הַכֶּסֶף,khasaf,H3700,be greedy,,verb
47:14,הַנִּמְצָא,nimtsa,H4672,was found,కనుగొనబడెను,verb
47:14,בְאֶרֶץ,erets,H776,"land, earth",భూమి,noun
47:14,מִצְרַיִם,Mitsrayim,H4714,Mizraim,మిస్రాయిము,adjective
47:14,וּבְאֶרֶץ,erets,H776,"land, earth",భూమి,noun
47:14,כְּנַעַן,khna'an,H3667,also the country inhabited by him,,noun
47:14,בַּשֶּׁבֶר,sheber,H7664,expectation,,noun
47:14,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
47:14,הֵם,hem,H1991,i.e. wealth,,noun
47:14,שֹׁבְרִים,shvrym,,,,
47:14,וַיָּבֵא,yavo,H935,he will come,అతడ వచచన,verb
47:15,וַיִּתֹּם,vytm,,,,
47:15,הַכֶּסֶף,khasaf,H3700,be greedy,,verb
47:15,מֵאֶרֶץ,erets,H776,"land, earth",భూమి,noun
47:15,מִצְרַיִם,Mitsrayim,H4714,Mizraim,మిస్రాయిము,adjective
47:15,וּמֵאֶרֶץ,erets,H776,"land, earth",భూమి,noun
47:15,כְּנַעַן,khna'an,H3667,also the country inhabited by him,,noun
47:15,וַיָּבֹאוּ,vyv'v,,,,
47:15,כָל,khl,,,,
47:15,מִצְרַיִם,Mitsrayim,H4714,Mizraim,మిస్రాయిము,adjective
47:15,אֶל,el,H413,"to, toward",వైపు,preposition
47:15,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
47:15,לֵאמֹר,lemor,H559,saying,చెప్పుచు,verb
47:15,הָבָה,bah,H-,in her/it,దానిలో,
47:15,לָּנוּ,lnv,,,,
47:15,לֶחֶם,lechem,H3899,"bread, food",రొట్టె,noun
47:16,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
47:16,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
47:16,הָבוּ,hvv,,,,
47:16,מִקְנֵיכֶם,mqnykhm,,,,
47:16,וְאֶתְּנָה,'etnah,H866,a present,,noun
47:16,לָכֶם,lkhm,,,,
47:16,בְּמִקְנֵיכֶם,vmqnykhm,,,,
47:16,אִם,im,H518,if,అయితే,particle
47:16,אָפֵס,'apes,H656,brought to nought),,verb
47:16,כָּסֶף,saf,H5593,a Philistine,,noun proper
47:17,וַיָּבִיאוּ,vyvy'v,,,,
47:17,אֶת,'t,,,,
47:17,מִקְנֵיהֶם,mqnyhm,,,,
47:17,אֶל,el,H413,"to, toward",వైపు,preposition
47:17,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
47:17,וַיִּתֵּן,yitten,H5414,he will give,అతడ ఇచచన,verb
47:17,לָהֶם,ham,H1990,a region of Israel,,noun location
47:17,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
47:17,לֶחֶם,lechem,H3899,"bread, food",రొట్టె,noun
47:17,בַּסּוּסִים,vsvsym,,,,
47:17,וּבְמִקְנֵה,miqneh,H4735,abstractly,,noun
47:17,הַצֹּאן,tson,H6629,"flock, sheep",మేకలు,noun
47:17,וּבְמִקְנֵה,miqneh,H4735,abstractly,,noun
47:17,הַבָּקָר,baqar,H1239,admire,,verb
47:17,וּבַחֲמֹרִים,vvchmrym,,,,
47:18,וַתִּתֹּם,vttm,,,,
47:18,הַשָּׁנָה,shanah,H8138,transitive or intransitive) to transmute,,verb
47:18,הַהִוא,hu,H1931,"he, it",అతడ,
47:18,וַיָּבֹאוּ,vyv'v,,,,
47:18,אֵלָיו,'lyv,,,,
47:18,בַּשָּׁנָה,shanah,H8138,transitive or intransitive) to transmute,,verb
47:18,הַשֵּׁנִית,hshnyt,,,,
47:18,וַיֹּאמְרוּ,yomru,H559,they will say,వర చపపదర,verb
47:18,לוֹ,lv,,,,
47:18,לֹא,lo,H3808,not,కాదు,verb
47:18,נְכַחֵד,nkhchd,,,,
47:18,מֵאֲדֹנִי,Adonai,H136,"Lord, Master",ప్రభువు,noun
47:18,כִּי,khiy,H3588,antecedent or consequent],,conjunction
47:18,אִם,im,H518,if,అయితే,particle
47:18,תַּם,tm,,,,
47:19,לָמָּה,mah,H4100,what?,ఏమి?,interrogative
47:19,נָמוּת,nmvt,,,,
47:19,לְעֵינֶיךָ,l'ynykh,,,,
47:19,גַּם,gam,H1571,often repeated as correl. both...and,,verb
47:19,אֲנַחְנוּ,'nchnv,,,,
47:19,גַּם,gam,H1571,often repeated as correl. both...and,,verb
47:19,אַדְמָתֵנוּ,'dmtnv,,,,
47:19,קְנֵה,qnh,,,,
47:19,אֹתָנוּ,'tnv,,,,
47:19,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
47:19,אַדְמָתֵנוּ,'dmtnv,,,,
47:19,בַּלָּחֶם,lacham,H3898,eat,,verb
47:19,וְנִהְיֶה,nihyah,H5093,lamentation,,noun
47:19,אֲנַחְנוּ,'nchnv,,,,
47:19,וְאַדְמָתֵנוּ,v'dmtnv,,,,
47:20,וַיִּקֶן,vyqn,,,,
47:20,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
47:20,אֶת,'t,,,,
47:20,כָּל,khl,,,,
47:20,אַדְמַת,'dmt,,,,
47:20,מִצְרַיִם,Mitsrayim,H4714,Mizraim,మిస్రాయిము,adjective
47:20,לְפַרְעֹה,par'ah,H6546,concretely) leaders,,noun
47:20,כִּי,khiy,H3588,antecedent or consequent],,conjunction
47:20,מָכְרוּ,mkhrv,,,,
47:20,מִצְרַיִם,Mitsrayim,H4714,Mizraim,మిస్రాయిము,adjective
47:20,אִישׁ,ish,H376,"man, husband",పురుషుడు,noun
47:20,שָׂדֵהוּ,shdhv,,,,
47:20,כִּי,khiy,H3588,antecedent or consequent],,conjunction
47:20,חָזַק,chazaq,H2388,to bind,,verb
47:20,עֲלֵהֶם,'lhm,,,,
47:21,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
47:21,הָעָם,am,H5971,"people, nation",ప్రజలు,noun
47:21,הֶעֱבִיר,h'vyr,,,,
47:21,אֹתוֹ,'tv,,,,
47:21,לֶעָרִים,arim,H5892,cities,పట్టణములు,noun
47:21,מִקְצֵה,qatsah,H7098,corner,,noun
47:21,גְבוּל,gvvl,,,,
47:21,מִצְרַיִם,Mitsrayim,H4714,Mizraim,మిస్రాయిము,adjective
47:21,וְעַד,ad,H5704,"until, as far as",వరకు,preposition
47:21,קָצֵהוּ,qtshv,,,,
47:22,רַק,raq,H7535,only,మాత్రమే,verb
47:22,אַדְמַת,'dmt,,,,
47:22,הַכֹּהֲנִים,hkhhnym,,,,
47:22,לֹא,lo,H3808,not,కాదు,verb
47:22,קָנָה,qanah,H7069,"acquire, buy",కొను,verb
47:22,כִּי,khiy,H3588,antecedent or consequent],,conjunction
47:22,חֹק,chq,,,,
47:22,לַכֹּהֲנִים,lkhhnym,,,,
47:22,מֵאֵת,meet,H854,from,నుండి,preposition
47:22,פַּרְעֹה,fr'h,,,,
47:22,וְאָכְלוּ,v'khlv,,,,
47:22,אֶת,'t,,,,
47:22,חֻקָּם,chqm,,,,
47:22,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
47:22,נָתַן,natan,H5414,give,ఇచ్చు,verb
47:23,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
47:23,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
47:23,אֶל,el,H413,"to, toward",వైపు,preposition
47:23,הָעָם,am,H5971,"people, nation",ప్రజలు,noun
47:23,הֵן,hen,H2005,if,,particle
47:23,קָנִיתִי,qnyty,,,,
47:23,אֶתְכֶם,'tkhm,,,,
47:23,הַיּוֹם,hayyom,H3117,"the day, today",ఈ దినము,noun
47:23,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
47:23,אַדְמַתְכֶם,'dmtkhm,,,,
47:23,לְפַרְעֹה,par'ah,H6546,concretely) leaders,,noun
47:23,הֵא,he',H1887,lo.,,injunction
47:23,לָכֶם,lkhm,,,,
47:23,זֶרַע,zera,H2233,"seed, offspring",సంతానము,noun
47:23,וּזְרַעְתֶּם,vzr'tm,,,,
47:24,וְהָיָה,hayah,H1961,"be, become",ఉండు,verb
47:24,בַּתְּבוּאֹת,vtvv't,,,,
47:24,וּנְתַתֶּם,vnttm,,,,
47:24,חֲמִישִׁית,chmyshyt,,,,
47:24,לְפַרְעֹה,par'ah,H6546,concretely) leaders,,noun
47:24,וְאַרְבַּע,'arba',H704,one of the Anakim,,noun proper
47:24,הַיָּדֹת,hydt,,,,
47:24,יִהְיֶה,yiyeh,H1961,will be,ఉండును,verb
47:24,לָכֶם,lkhm,,,,
47:24,לְזֶרַע,zara,H2232,sow,విత్తు,verb
47:24,הַשָּׂדֶה,shidah,H7705,musical instrument.,,noun
47:24,וּלְאָכְלְכֶם,vl'khlkhm,,,,
47:24,וְלַאֲשֶׁר,'asher,H834,when,,pronoun reflexive
47:24,בְּבָתֵּיכֶם,vvtykhm,,,,
47:24,וְלֶאֱכֹל,leekhol,H398,to eat,తనటక,verb
47:25,וַיֹּאמְרוּ,yomru,H559,they will say,వర చపపదర,verb
47:25,הֶחֱיִתָנוּ,hchytnv,,,,
47:25,נִמְצָא,nimtsa,H4672,was found,కనుగొనబడెను,verb
47:25,חֵן,chen,H2580,"favor, grace",కృప,noun
47:25,בְּעֵינֵי,v'yny,,,,
47:25,אֲדֹנִי,adoni,H113,my lord,నా ప్రభువు,noun
47:25,וְהָיִינוּ,vhyynv,,,,
47:25,עֲבָדִים,'vdym,,,,
47:25,לְפַרְעֹה,par'ah,H6546,concretely) leaders,,noun
47:26,וַיָּשֶׂם,yasham,H3455,to be placed,,verb
47:26,אֹתָהּ,'th,,,,
47:26,יוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
47:26,לְחֹק,lchq,,,,
47:26,עַד,ad,H5704,"until, as far as",వరకు,preposition
47:26,הַיּוֹם,hayyom,H3117,"the day, today",ఈ దినము,noun
47:26,הַזֶּה,zeh,H2089,a sheep,,noun
47:26,עַל,al,H5921,"upon, over",మీద,preposition
47:26,אַדְמַת,'dmt,,,,
47:26,מִצְרַיִם,Mitsrayim,H4714,Mizraim,మిస్రాయిము,adjective
47:26,לְפַרְעֹה,par'ah,H6546,concretely) leaders,,noun
47:26,לַחֹמֶשׁ,chamash,H2567,to tax a fifth,,verb
47:26,רַק,raq,H7535,only,మాత్రమే,verb
47:26,אַדְמַת,'dmt,,,,
47:26,הַכֹּהֲנִים,hkhhnym,,,,
47:27,וַיֵּשֶׁב,yashab,H3427,to dwell,,verb
47:27,יִשְׂרָאֵל,yshr'l,,,,
47:27,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
47:27,מִצְרַיִם,Mitsrayim,H4714,Mizraim,మిస్రాయిము,adjective
47:27,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
47:27,גֹּשֶׁן,gshn,,,,
47:27,וַיֵּאָחֲזוּ,vy'chzv,,,,
47:27,בָהּ,vh,,,,
47:27,וַיִּפְרוּ,vyfrv,,,,
47:27,וַיִּרְבּוּ,vyrvv,,,,
47:27,מְאֹד,meod,H3966,"very, exceedingly",మిక్కిలి,adjective
47:28,וַיְחִי,vayechi,H2421,and he lived,జీవించెను,verb
47:28,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
47:28,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
47:28,מִצְרַיִם,Mitsrayim,H4714,Mizraim,మిస్రాయిము,adjective
47:28,שְׁבַע,shv',,,,
47:28,עֶשְׂרֵה,'shrh,,,,
47:28,שָׁנָה,shanah,H8138,transitive or intransitive) to transmute,,verb
47:28,וַיְהִי,vayehi,H1961,and it was,అయెను,verb
47:28,יְמֵי,yemei,H3117,days of,దినములు,noun
47:28,יַעֲקֹב,Yaaqov,H3290,Jacob,యాకోబు,noun proper
47:28,שְׁנֵי,niy,H5204,apparently from H5091],,noun
47:28,חַיָּיו,chyyv,,,,
47:28,שֶׁבַע,sheba',H7652,the name of a place in Israel,,noun location
47:28,שָׁנִים,shnym,,,,
47:28,וְאַרְבָּעִים,'arba'iym,H705,forty,,adjective
47:29,וַיִּקְרְבוּ,vyqrvv,,,,
47:29,יְמֵי,yemei,H3117,days of,దినములు,noun
47:29,יִשְׂרָאֵל‪[1]‬,yshr'l,,,,
47:29,לָמוּת,lamut,H4191,to die,చావుటకు,verb
47:29,וַיִּקְרָא,vyqr',,,,
47:29,לִבְנוֹ,beno,H1121,his son,అతన కమరడ,noun
47:29,לְיוֹסֵף,Yosef,H3130,Joseph,యోసేపు,noun proper
47:29,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
47:29,לוֹ,lv,,,,
47:29,אִם,im,H518,if,అయితే,particle
47:29,נָא,na',H4995,i.e. uncooked,,adjective
47:29,מָצָאתִי,mts'ty,,,,
47:29,חֵן,chen,H2580,"favor, grace",కృప,noun
47:29,בְּעֵינֶיךָ,v'ynykh,,,,
47:29,שִׂים,yam,H3220,sea,సముద్రము,noun
47:30,וְשָׁכַבְתִּי,vshkhvty,,,,
47:30,עִם,im,H5973,with,తో,preposition
47:30,אֲבֹתַי,'vty,,,,
47:30,וּנְשָׂאתַנִי,vnsh'tny,,,,
47:30,מִמִּצְרַיִם,mitsrayim,H4714,i.e. Upper and Lower Egypt,,adjective
47:30,וּקְבַרְתַּנִי,vqvrtny,,,,
47:30,בִּקְבֻרָתָם,vqvrtm,,,,
47:30,וַיֹּאמַר,yomar,H559,he will say,అతడ చపపన,verb
47:30,אָנֹכִי,'nkhy,,,,
47:30,אֶעֱשֶׂה,''shh,,,,
47:30,כִדְבָרֶךָ,khdvrkh,,,,
47:31,וַיֹּאמֶר,yomar,H559,he will say,అతడ చపపన,verb
47:31,הִשָּׁבְעָה,shib'ah,H7653,satiety,,noun
47:31,לִי,ly,,,,
47:31,וַיִּשָּׁבַע,vyshv',,,,
47:31,לוֹ,lv,,,,
47:31,וַיִּשְׁתַּחוּ,vyshtchv,,,,
47:31,יִשְׂרָאֵל,yshr'l,,,,
47:31,עַל,al,H5921,"upon, over",మీద,preposition
47:31,רֹאשׁ,rosh,H7218,head,తల,noun
47:31,הַמִּטָּה,matah,H4295,often adverbially with or without prefixes,,verb
47:31,פ,f,,,,
