Verse,Hebrew Word,Transliteration,Strong's Number,English Meaning,Telugu Meaning,Part of Speech
36:5,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
36:5,יַעְלָם,Yaelam,H3281,Jaalam,యాలాము,noun proper
36:5,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
36:5,קֹרַח,Qorach,H7141,Korah,కోరహు,noun proper
36:5,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
36:5,בְּנֵי,niy,H5204,apparently from H5091],,noun
36:5,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
36:5,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
36:5,יֻלְּדוּ,yldv,,,,
36:5,לוֹ,lv,,,,
36:6,וַיִּקַּח,yiqqach,H3947,he will take,అతడ తసకనన,verb
36:6,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
36:6,אֶת,'t,,,,
36:6,נָשָׁיו,nshyv,,,,
36:6,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
36:6,בָּנָיו,vnyv,,,,
36:6,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
36:6,בְּנֹתָיו,vntyv,,,,
36:6,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
36:6,כָּל,khl,,,,
36:6,נַפְשׁוֹת,nfshvt,,,,
36:6,בֵּיתוֹ,vytv,,,,
36:6,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
36:6,מִקְנֵהוּ,mqnhv,,,,
36:6,וְאֶת,et,H853,(object marker),-,particle unrepresented in English
36:7,כִּי,khiy,H3588,antecedent or consequent],,conjunction
36:7,הָיָה,hayah,H1961,"be, become",ఉండు,verb
36:7,רְכוּשָׁם,rkhvshm,,,,
36:7,רָב,rv,,,,
36:7,מִשֶּׁבֶת,shabat,H7673,used in many implied relations,,verb
36:7,יַחְדָּו,ychdv,,,,
36:7,וְלֹא,lo,H3808,not,కాదు,verb
36:7,יָכְלָה,ykhlh,,,,
36:7,אֶרֶץ,erets,H776,"land, earth",భూమి,noun
36:7,מְגוּרֵיהֶם,mgvryhm,,,,
36:7,לָשֵׂאת,she't,H7612,devastation,,noun
36:7,אֹתָם,'tm,,,,
36:7,מִפְּנֵי,penei,H6440,face of,ముఖము,noun
36:7,מִקְנֵיהֶם,mqnyhm,,,,
36:8,וַיֵּשֶׁב,yashab,H3427,to dwell,,verb
36:8,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
36:8,בְּהַר,har,H2022,mountain,పర్వతము,noun
36:8,שֵׂעִיר,she'iyr,H8165,a mountain of Idumaea and its aboriginal occupants,,noun proper
36:8,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
36:8,הוּא,hv',,,,
36:8,אֱדוֹם,'dvm,,,,
36:9,וְאֵלֶּה,'alah,H423,a curse,,noun
36:9,תֹּלְדוֹת,tldvt,,,,
36:9,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
36:9,אֲבִי,avi,H1,father of,తండ్రి,noun
36:9,אֱדוֹם,'dvm,,,,
36:9,בְּהַר,har,H2022,mountain,పర్వతము,noun
36:9,שֵׂעִיר,she'iyr,H8165,a mountain of Idumaea and its aboriginal occupants,,noun proper
36:10,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
36:10,שְׁמוֹת,mut,H4191,die,చావు,verb
36:10,בְּנֵי,niy,H5204,apparently from H5091],,noun
36:10,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
36:10,אֱלִיפַז,'eliypaz,H464,the name of one of Job's friends,,noun proper
36:10,בֶּן,vn,,,,
36:10,עָדָה,'adah,H5711,the name of two women,,noun proper
36:10,אֵשֶׁת,'sht,,,,
36:10,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
36:10,רְעוּאֵל,Reuel,H7467,Reuel,రెయూయేలు,noun proper
36:10,בֶּן,vn,,,,
36:10,בָּשְׂמַת,mat,H4962,X friends,,noun
36:10,אֵשֶׁת,'sht,,,,
36:10,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
36:11,וַיִּהְיוּ,yihyu,H1961,let them be,అగుదురుగాక,verb
36:11,בְּנֵי,niy,H5204,apparently from H5091],,noun
36:11,אֱלִיפָז,Elifaz,H464,Eliphaz,ఎలీఫాజు,noun proper
36:11,תֵּימָן,tymn,,,,
36:11,אוֹמָר,Omar,H201,Omar,ఓమరు,noun proper
36:11,צְפוֹ,Tsefo,H6825,Zepho,సెఫో,noun proper
36:11,וְגַעְתָּם,ga'tam,H1609,an Edomite,,noun proper
36:11,וּקְנַז,Qenaz,H7073,Kenaz,కెనజు,noun proper
36:12,וְתִמְנַע,timna',H8555,the name of two Edomites,,noun proper
36:12,הָיְתָה,hyth,,,,
36:12,פִילֶגֶשׁ,fylgsh,,,,
36:12,לֶאֱלִיפַז,'eliypaz,H464,the name of one of Job's friends,,noun proper
36:12,בֶּן,vn,,,,
36:12,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
36:12,וַתֵּלֶד,vtld,,,,
36:12,לֶאֱלִיפַז,'eliypaz,H464,the name of one of Job's friends,,noun proper
36:12,אֶת,'t,,,,
36:12,עֲמָלֵק,Amaleq,H6002,Amalek,అమాలేకు,noun proper
36:12,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
36:12,בְּנֵי,niy,H5204,apparently from H5091],,noun
36:12,עָדָה,'adah,H5711,the name of two women,,noun proper
36:12,אֵשֶׁת,'sht,,,,
36:12,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
36:13,וְאֵלֶּה,'alah,H423,a curse,,noun
36:13,בְּנֵי,niy,H5204,apparently from H5091],,noun
36:13,רְעוּאֵל,Reuel,H7467,Reuel,రెయూయేలు,noun proper
36:13,נַחַת,Nachat,H5184,Nahath,నహతు,noun proper
36:13,וָזֶרַח,zarach,H2224,specifically,,verb
36:13,שַׁמָּה,shamah,H8048,the name of an Edomite and four Israelites,,noun proper
36:13,וּמִזָּה,mazeh,H4198,exhausted,,adjective
36:13,אֵלֶּה‪[1]‬,'lh,,,,
36:13,הָיוּ,hyv,,,,
36:13,בְּנֵי,niy,H5204,apparently from H5091],,noun
36:13,בָשְׂמַת,mat,H4962,X friends,,noun
36:13,אֵשֶׁת,'sht,,,,
36:13,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
36:14,וְאֵלֶּה,'alah,H423,a curse,,noun
36:14,הָיוּ,hyv,,,,
36:14,בְּנֵי,niy,H5204,apparently from H5091],,noun
36:14,אָהֳלִיבָמָה,Oholivamah,H173,Oholibamah,ఒహలీబామా,noun proper
36:14,בַת,vt,,,,
36:14,עֲנָה,Anah,H6034,Anah,అనా,noun proper
36:14,בַּת,bat,H1324,a bath or Hebrew measure of liquids,,noun
36:14,צִבְעוֹן,Tsivon,H6649,Zibeon,సిబ్యోను,noun proper
36:14,אֵשֶׁת,'sht,,,,
36:14,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
36:14,וַתֵּלֶד,vtld,,,,
36:14,לְעֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
36:14,אֶת,'t,,,,
36:14,*יעיש,y'ysh,,,,
36:14,**יְעוּשׁ,y'vsh,,,,
36:15,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
36:15,אַלּוּפֵי,'lvfy,,,,
36:15,בְנֵי,niy,H5204,apparently from H5091],,noun
36:15,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
36:15,בְּנֵי,niy,H5204,apparently from H5091],,noun
36:15,אֱלִיפַז,'eliypaz,H464,the name of one of Job's friends,,noun proper
36:15,בְּכוֹר,bkhvor,H1060,firstborn.,,noun
36:15,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
36:15,אַלּוּף,'lvf,,,,
36:15,תֵּימָן,tymn,,,,
36:15,אַלּוּף,'lvf,,,,
36:15,אוֹמָר,Omar,H201,Omar,ఓమరు,noun proper
36:15,אַלּוּף,'lvf,,,,
36:15,צְפוֹ,Tsefo,H6825,Zepho,సెఫో,noun proper
36:15,אַלּוּף,'lvf,,,,
36:16,אַלּוּף,'lvf,,,,
36:16,קֹרַח,Qorach,H7141,Korah,కోరహు,noun proper
36:16,אַלּוּף,'lvf,,,,
36:16,גַּעְתָּם,g'tm,,,,
36:16,אַלּוּף,'lvf,,,,
36:16,עֲמָלֵק,Amaleq,H6002,Amalek,అమాలేకు,noun proper
36:16,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
36:16,אַלּוּפֵי,'lvfy,,,,
36:16,אֱלִיפַז,'eliypaz,H464,the name of one of Job's friends,,noun proper
36:16,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
36:16,אֱדוֹם,'dvm,,,,
36:16,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
36:16,בְּנֵי,niy,H5204,apparently from H5091],,noun
36:16,עָדָה,'adah,H5711,the name of two women,,noun proper
36:17,וְאֵלֶּה,'alah,H423,a curse,,noun
36:17,בְּנֵי,niy,H5204,apparently from H5091],,noun
36:17,רְעוּאֵל,Reuel,H7467,Reuel,రెయూయేలు,noun proper
36:17,בֶּן,vn,,,,
36:17,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
36:17,אַלּוּף,'lvf,,,,
36:17,נַחַת,Nachat,H5184,Nahath,నహతు,noun proper
36:17,אַלּוּף,'lvf,,,,
36:17,זֶרַח,Zerach,H2226,Zerah,జెరహు,noun proper
36:17,אַלּוּף,'lvf,,,,
36:17,שַׁמָּה,shamah,H8048,the name of an Edomite and four Israelites,,noun proper
36:17,אַלּוּף,'lvf,,,,
36:17,מִזָּה,mizah,H4199,an Edomite,,noun proper
36:17,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
36:17,אַלּוּפֵי,'lvfy,,,,
36:18,וְאֵלֶּה,'alah,H423,a curse,,noun
36:18,בְּנֵי,niy,H5204,apparently from H5091],,noun
36:18,אָהֳלִיבָמָה,Oholivamah,H173,Oholibamah,ఒహలీబామా,noun proper
36:18,אֵשֶׁת,'sht,,,,
36:18,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
36:18,אַלּוּף,'lvf,,,,
36:18,יְעוּשׁ,Yeush,H3274,Jeush,యెయూషు,noun proper
36:18,אַלּוּף,'lvf,,,,
36:18,יַעְלָם,Yaelam,H3281,Jaalam,యాలాము,noun proper
36:18,אַלּוּף,'lvf,,,,
36:18,קֹרַח,Qorach,H7141,Korah,కోరహు,noun proper
36:18,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
36:18,אַלּוּפֵי,'lvfy,,,,
36:18,אָהֳלִיבָמָה,Oholivamah,H173,Oholibamah,ఒహలీబామా,noun proper
36:18,בַּת,bat,H1324,a bath or Hebrew measure of liquids,,noun
36:19,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
36:19,בְנֵי,niy,H5204,apparently from H5091],,noun
36:19,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
36:19,וְאֵלֶּה,'alah,H423,a curse,,noun
36:19,אַלּוּפֵיהֶם,'lvfyhm,,,,
36:19,הוּא,hv',,,,
36:19,אֱדוֹם,'dvm,,,,
36:19,ס,s,,,,
36:20,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
36:20,בְנֵי,niy,H5204,apparently from H5091],,noun
36:20,שֵׂעִיר,she'iyr,H8165,a mountain of Idumaea and its aboriginal occupants,,noun proper
36:20,הַחֹרִי,choriy,H2750,X great,,noun
36:20,יֹשְׁבֵי,yshvy,,,,
36:20,הָאָרֶץ,ha'aretz,H776,the earth,భూమి,noun
36:20,לוֹטָן,Lotan,H3877,Lotan,లోతాను,noun proper
36:20,וְשׁוֹבָל,shvobel,H7640,a lady's train,,noun
36:20,וְצִבְעוֹן,tsib'von,H6649,an Idumaean,,noun proper
36:20,וַעֲנָה,anah,H6030,answer,జవాబిచ్చు,verb
36:21,וְדִשׁוֹן,vdshvn,,,,
36:21,וְאֵצֶר,'atsar,H686,+ treasure.,,verb
36:21,וְדִישָׁן,diyshan,H1789,an Edomite],,noun proper
36:21,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
36:21,אַלּוּפֵי,'lvfy,,,,
36:21,הַחֹרִי,choriy,H2750,X great,,noun
36:21,בְּנֵי,niy,H5204,apparently from H5091],,noun
36:21,שֵׂעִיר,she'iyr,H8165,a mountain of Idumaea and its aboriginal occupants,,noun proper
36:21,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
36:21,אֱדוֹם,'dvm,,,,
36:22,וַיִּהְיוּ,yihyu,H1961,let them be,అగుదురుగాక,verb
36:22,בְנֵי,niy,H5204,apparently from H5091],,noun
36:22,לוֹטָן,Lotan,H3877,Lotan,లోతాను,noun proper
36:22,חֹרִי,chry,,,,
36:22,וְהֵימָם,Hemam,H1967,Hemam,హేమాము,noun proper
36:22,וַאֲחוֹת,achot,H269,sister,సోదరి,noun
36:22,לוֹטָן,Lotan,H3877,Lotan,లోతాను,noun proper
36:22,תִּמְנָע,tmn',,,,
36:23,וְאֵלֶּה,'alah,H423,a curse,,noun
36:23,בְּנֵי,niy,H5204,apparently from H5091],,noun
36:23,שׁוֹבָל,Shoval,H7732,Shobal,షోబాలు,noun proper
36:23,עַלְוָן,'lvn,,,,
36:23,וּמָנַחַת,Manachat,H4506,Manahath,మనహతు,noun location
36:23,וְעֵיבָל,'eybal,H5858,a mountain of Israel,,noun location
36:23,שְׁפוֹ,shfv,,,,
36:23,וְאוֹנָם,Onam,H208,Onam,ఓనాము,noun proper
36:24,וְאֵלֶּה,'alah,H423,a curse,,noun
36:24,בְנֵי,niy,H5204,apparently from H5091],,noun
36:24,צִבְעוֹן,Tsivon,H6649,Zibeon,సిబ్యోను,noun proper
36:24,וְאַיָּה,'ayah,H345,the name of two Israelites,,noun proper
36:24,וַעֲנָה,anah,H6030,answer,జవాబిచ్చు,verb
36:24,הוּא,hv',,,,
36:24,עֲנָה,Anah,H6034,Anah,అనా,noun proper
36:24,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
36:24,מָצָא,matsa,H4672,find,కనుగొను,verb
36:24,אֶת,'t,,,,
36:24,הַיֵּמִם,hymm,,,,
36:24,בַּמִּדְבָּר,midbar,H4057,a desert,,noun
36:24,בִּרְעֹתוֹ,vr'tv,,,,
36:24,אֶת,'t,,,,
36:24,הַחֲמֹרִים,hchmrym,,,,
36:25,וְאֵלֶּה,'alah,H423,a curse,,noun
36:25,בְנֵי,niy,H5204,apparently from H5091],,noun
36:25,עֲנָה,Anah,H6034,Anah,అనా,noun proper
36:25,דִּשֹׁן,dshn,,,,
36:25,וְאָהֳלִיבָמָה,'aholiybamah,H173,a wife of Esau,,noun proper
36:25,בַּת,bat,H1324,a bath or Hebrew measure of liquids,,noun
36:25,עֲנָה,Anah,H6034,Anah,అనా,noun proper
36:26,וְאֵלֶּה,'alah,H423,a curse,,noun
36:26,בְּנֵי,niy,H5204,apparently from H5091],,noun
36:26,דִישָׁן,dyshn,,,,
36:26,חֶמְדָּן,chmdn,,,,
36:26,וְאֶשְׁבָּן,'eshban,H790,an Idumaean,,noun proper
36:26,וְיִתְרָן,yitran,H3506,the name of an Edomite and of an Israelite,,noun proper
36:26,וּכְרָן,khran,H3763,an aboriginal Idumaean,,noun proper
36:27,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
36:27,בְּנֵי,niy,H5204,apparently from H5091],,noun
36:27,אֵצֶר,Etser,H687,Ezer,ఏసెరు,noun proper
36:27,בִּלְהָן,lahen,H3860,popularly for if,,conjunction
36:27,וְזַעֲוָן,za'avan,H2190,an Idumaean,,noun proper
36:27,וַעֲקָן,'aqan,H6130,an Idummaean,,noun proper
36:28,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
36:28,בְנֵי,niy,H5204,apparently from H5091],,noun
36:28,דִישָׁן,dyshn,,,,
36:28,עוּץ,'vts,H5780,a son of Aram,,noun location
36:28,וַאֲרָן,'aran,H765,an Edomite,,noun proper
36:29,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
36:29,אַלּוּפֵי,'lvfy,,,,
36:29,הַחֹרִי,choriy,H2750,X great,,noun
36:29,אַלּוּף,'lvf,,,,
36:29,לוֹטָן,Lotan,H3877,Lotan,లోతాను,noun proper
36:29,אַלּוּף,'lvf,,,,
36:29,שׁוֹבָל,Shoval,H7732,Shobal,షోబాలు,noun proper
36:29,אַלּוּף,'lvf,,,,
36:29,צִבְעוֹן,Tsivon,H6649,Zibeon,సిబ్యోను,noun proper
36:29,אַלּוּף,'lvf,,,,
36:29,עֲנָה,Anah,H6034,Anah,అనా,noun proper
36:30,אַלּוּף,'lvf,,,,
36:30,דִּשֹׁן,dshn,,,,
36:30,אַלּוּף,'lvf,,,,
36:30,אֵצֶר,Etser,H687,Ezer,ఏసెరు,noun proper
36:30,אַלּוּף,'lvf,,,,
36:30,דִּישָׁן,diyshan,H1789,an Edomite],,noun proper
36:30,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
36:30,אַלּוּפֵי,'lvfy,,,,
36:30,הַחֹרִי,choriy,H2750,X great,,noun
36:30,לְאַלֻּפֵיהֶם,l'lfyhm,,,,
36:30,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
36:30,שֵׂעִיר,she'iyr,H8165,a mountain of Idumaea and its aboriginal occupants,,noun proper
36:30,פ,f,,,,
36:31,וְאֵלֶּה,'alah,H423,a curse,,noun
36:31,הַמְּלָכִים,hmlkhym,,,,
36:31,אֲשֶׁר,'asher,H834,when,,pronoun reflexive
36:31,מָלְכוּ,mlkhv,,,,
36:31,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
36:31,אֱדוֹם,'dvm,,,,
36:31,לִפְנֵי,lifney,H6440,before,ముందు,noun
36:31,מְלָךְ,lekh,H1980,go!,వళళమ,verb
36:31,מֶלֶךְ,melekh,H4428,king of,రాజు,noun
36:31,לִבְנֵי,baniy,H1137,the name of five Israelites,,noun proper
36:31,יִשְׂרָאֵל,yshr'l,,,,
36:32,וַיִּמְלֹךְ,yamlekh,H3230,an Israelite,,noun proper
36:32,בֶּאֱדוֹם,'advom,H122,ruddy.,,adjective
36:32,בֶּלַע,bela',H1106,the name of a place,,noun location
36:32,בֶּן,vn,,,,
36:32,בְּעוֹר,b'vor,H1160,also of that of Balaam,,noun proper
36:32,וְשֵׁם,sham,H8033,or thence,,verb
36:32,עִירוֹ,'yrv,,,,
36:32,דִּנְהָבָה,dnhvh,,,,
36:33,וַיָּמָת,vymt,,,,
36:33,בָּלַע,bala',H1104,to destroy,,verb
36:33,וַיִּמְלֹךְ,yamlekh,H3230,an Israelite,,noun proper
36:33,תַּחְתָּיו,tchtyv,,,,
36:33,יוֹבָב,Yovav,H3103,Jobab,యోబాబు,noun proper
36:33,בֶּן,vn,,,,
36:33,זֶרַח,Zerach,H2226,Zerah,జెరహు,noun proper
36:33,מִבָּצְרָה,batsrah,H1224,a place in Edom,,noun location
36:34,וַיָּמָת,vymt,,,,
36:34,יוֹבָב,Yovav,H3103,Jobab,యోబాబు,noun proper
36:34,וַיִּמְלֹךְ,yamlekh,H3230,an Israelite,,noun proper
36:34,תַּחְתָּיו,tchtyv,,,,
36:34,חֻשָׁם,chshm,,,,
36:34,מֵאֶרֶץ,erets,H776,"land, earth",భూమి,noun
36:34,הַתֵּימָנִי,teymniy,H8488,an Israelite,,noun proper
36:35,וַיָּמָת,vymt,,,,
36:35,חֻשָׁם,chshm,,,,
36:35,וַיִּמְלֹךְ,yamlekh,H3230,an Israelite,,noun proper
36:35,תַּחְתָּיו,tchtyv,,,,
36:35,הֲדַד,Hadad,H1908,Hadad,హదదు,noun proper
36:35,בֶּן,vn,,,,
36:35,בְּדַד,bdad,H911,an Edomite,,noun proper
36:35,הַמַּכֶּה,hmkhh,,,,
36:35,אֶת,'t,,,,
36:35,מִדְיָן,Midyan,H4080,Midian,మిద్యాను,noun location
36:35,בִּשְׂדֵה,shidah,H7705,musical instrument.,,noun
36:35,מוֹאָב,mvo'ab,H4124,also his territory and descendants,,noun location
36:35,וְשֵׁם,sham,H8033,or thence,,verb
36:35,עִירוֹ,'yrv,,,,
36:35,עֲוִית,'vyt,,,,
36:36,וַיָּמָת,vymt,,,,
36:36,הֲדָד,dad,H1717,or from its shape),,noun
36:36,וַיִּמְלֹךְ,yamlekh,H3230,an Israelite,,noun proper
36:36,תַּחְתָּיו,tchtyv,,,,
36:36,שַׂמְלָה,milah,H4135,circumcision,సున్నతి,verb
36:36,מִמַּשְׂרֵקָה,mashreqah,H4957,a place in Idumaea,,noun location
36:37,וַיָּמָת,vymt,,,,
36:37,שַׂמְלָה,milah,H4135,circumcision,సున్నతి,verb
36:37,וַיִּמְלֹךְ,yamlekh,H3230,an Israelite,,noun proper
36:37,תַּחְתָּיו,tchtyv,,,,
36:37,שָׁאוּל,sha'vl,H7586,the name of an Edomite and two Israelites,,noun proper
36:37,מֵרְחֹבוֹת,mrchvvt,,,,
36:37,הַנָּהָר,nahar,H5102,hence to flow,,verb
36:38,וַיָּמָת,vymt,,,,
36:38,שָׁאוּל,sha'vl,H7586,the name of an Edomite and two Israelites,,noun proper
36:38,וַיִּמְלֹךְ,yamlekh,H3230,an Israelite,,noun proper
36:38,תַּחְתָּיו,tchtyv,,,,
36:38,בַּעַל,ba'al,H1168,a Phoenician deity,,noun location
36:38,חָנָן,chanan,H2605,the name of seven Israelites,,noun proper
36:38,בֶּן,vn,,,,
36:38,עַכְבּוֹר,'khvvr,,,,
36:39,וַיָּמָת,vymt,,,,
36:39,בַּעַל,ba'al,H1168,a Phoenician deity,,noun location
36:39,חָנָן,chanan,H2605,the name of seven Israelites,,noun proper
36:39,בֶּן,vn,,,,
36:39,עַכְבּוֹר,'khvvr,,,,
36:39,וַיִּמְלֹךְ,yamlekh,H3230,an Israelite,,noun proper
36:39,תַּחְתָּיו,tchtyv,,,,
36:39,הֲדַר,Hadar,H1924,Hadar,హదరు,noun proper
36:39,וְשֵׁם,sham,H8033,or thence,,verb
36:39,עִירוֹ,'yrv,,,,
36:39,פָּעוּ,f'v,,,,
36:39,וְשֵׁם,sham,H8033,or thence,,verb
36:39,אִשְׁתּוֹ,'shtv,,,,
36:39,מְהֵיטַבְאֵל,Meheitavel,H4105,Mehetabel,మెహేటబేలు,noun proper
36:39,בַּת,bat,H1324,a bath or Hebrew measure of liquids,,noun
36:40,וְאֵלֶּה,'alah,H423,a curse,,noun
36:40,שְׁמוֹת,mut,H4191,die,చావు,verb
36:40,אַלּוּפֵי,'lvfy,,,,
36:40,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
36:40,לְמִשְׁפְּחֹתָם,lmshfchtm,,,,
36:40,לִמְקֹמֹתָם,lmqmtm,,,,
36:40,בִּשְׁמֹתָם,vshmtm,,,,
36:40,אַלּוּף,'lvf,,,,
36:40,תִּמְנָע,tmn',,,,
36:40,אַלּוּף,'lvf,,,,
36:40,עַלְוָה,'lvh,,,,
36:40,אַלּוּף,'lvf,,,,
36:40,יְתֵת,ytet,H3509,an Edomite,,noun proper
36:41,אַלּוּף,'lvf,,,,
36:41,אָהֳלִיבָמָה,Oholivamah,H173,Oholibamah,ఒహలీబామా,noun proper
36:41,אַלּוּף,'lvf,,,,
36:41,אֵלָה,'elah,H425,the name of an Edomite,,noun proper
36:41,אַלּוּף,'lvf,,,,
36:41,פִּינֹן,fynn,,,,
36:42,אַלּוּף,'lvf,,,,
36:42,קְנַז,Qenaz,H7073,Kenaz,కెనజు,noun proper
36:42,אַלּוּף,'lvf,,,,
36:42,תֵּימָן,tymn,,,,
36:42,אַלּוּף,'lvf,,,,
36:42,מִבְצָר,mivtsar,H4013,fortress,కోట,noun
36:43,אַלּוּף,'lvf,,,,
36:43,מַגְדִּיאֵל,gadiy'el,H1427,an Israelite,,noun proper
36:43,אַלּוּף,'lvf,,,,
36:43,עִירָם,'iyram,H5902,an Idumaean,,noun proper
36:43,אֵלֶּה,'eleh,H428,so,,pronoun demonstrative
36:43,אַלּוּפֵי,'lvfy,,,,
36:43,אֱדוֹם,'dvm,,,,
36:43,לְמֹשְׁבֹתָם,lmshvtm,,,,
36:43,בְּאֶרֶץ,erets,H776,"land, earth",భూమి,noun
36:43,אֲחֻזָּתָם,'chztm,,,,
36:43,הוּא,hv',,,,
36:43,עֵשָׂו,'eshav,H6215,a son of Isaac,,noun proper
36:43,אֲבִי,avi,H1,father of,తండ్రి,noun
36:43,אֱדוֹם,'dvm,,,,
36:43,פ,f,,,,
